Date,incident number,Incident type,Address,City,State,ZIP Code,County,Latitude,Longitude,Destroyed,Major,Minor,Affected,Injured,Hospitalized,Deceased,Adults,Children,Families,Assistance,Verified,Dispatched,Volunteers identified,On scene,Off scene,Primary neighborhood,Secondary neighborhood 
2016-05-26,16-2564,Fire,138 W 113th St,Chicago,IL,60628,Cook,41.6891589,-87.627277,0,0,1,0,0,0,0,2,0,1,0,2016-05-26,2016-05-26,2016-05-26,2016-05-26,2016-05-26,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-05-26,16-2566,Flood,157 N Lotus Ave,Chicago,IL,60644,Cook,41.8839616,-87.7613763,0,0,1,1,0,0,0,4,7,2,960,2016-05-26,2016-05-26,2016-05-26,2016-05-26,2016-05-26,Austin,AUSTIN
2016-05-26,16-2567,No response needed,9207 S Forest Ave,Chicago,IL,60619,Cook,41.727161,-87.61635,0,0,0,0,0,0,0,0,0,0,0,2016-05-26,,,,,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-05-26,16-2571,Fire,3248 N Lincoln Ave,Chicago,IL,60657,Cook,41.940917,-87.6697969,0,0,1,0,0,0,0,1,0,1,125,2016-05-27,2016-05-27,2016-05-27,,2016-05-27,Lake View,LAKE VIEW
2016-05-27,16-2572,No response needed,4830 S Lockwood Ave,Chicago,IL,60638,Cook,41.804267,-87.755634,0,0,0,0,0,0,0,0,0,0,0,2016-05-27,,,,, , 
2016-05-27,16-2576,Fire,7759 S Dobson Ave,Chicago,IL,60619,Cook,41.753298,-87.59882,0,1,0,0,0,0,0,1,1,1,670,2016-05-27,2016-05-27,2016-05-27,2016-05-27,2016-05-27,Grand Crossing,"SOUTH SHORE, GRAND CROSSING"
2016-05-27,16-2578,Flood,5801 S Sangamon St,Chicago,IL,60621,Cook,41.7886359,-87.648302,0,0,0,1,0,0,0,1,1,1,0,2016-05-27,2016-05-27,2016-05-28,2016-05-28,2016-05-28,Englewood,ENGLEWOOD
2016-05-27,16-2580,No response needed,4445 W 5th Ave,Chicago,IL,60624,Cook,41.8691631,-87.737115,0,0,0,0,0,0,0,0,0,0,0,2016-05-28,,,,,North Lawndale,NORTH LAWNDALE
2016-05-28,16-2582,Fire,3659 S Hoyne Ave,Chicago,IL,60609,Cook,41.8268339,-87.6772722,1,3,0,0,0,0,0,5,0,4,1745,2016-05-28,2016-05-28,2016-05-28,,2016-05-28,Mckinley Park,"BRIGHTON PARK,MCKINLEY PARK"
2016-05-28,16-2583,Fire,6809 S Wood St,Chicago,IL,60636,Cook,41.769999,-87.6684889,0,2,0,0,0,1,0,4,0,2,780,2016-05-28,2016-05-28,2016-05-28,2016-05-28,2016-05-28,Englewood,ENGLEWOOD
2016-05-28,16-2586,Fire,3552 W Polk St,Chicago,IL,60624,Cook,41.871107,-87.715176,0,0,1,0,0,0,0,3,2,2,3180,2016-05-28,2016-05-28,2016-05-28,,2016-05-29,Garfield Park,GARFIELD PARK
2016-05-29,16-2590,Fire,10736 S Prairie Ave,Chicago,IL,60628,Cook,41.6988399,-87.617537,0,1,0,0,0,0,0,0,0,0,0,2016-05-29,2016-05-29,2016-05-29,2016-05-29,2016-05-29,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-05-29,16-2591,Fire,8028 S La Salle St,Chicago,IL,60620,Cook,41.748164,-87.628484,0,1,0,0,0,0,0,1,2,1,655,2016-05-29,2016-05-29,2016-05-29,,2016-05-29,Chatham,"CHATHAM,BURNSIDE"
2016-05-29,16-2592,No response needed,5958 W Eastwood Ave,Chicago,IL,60630,Cook,41.965176,-87.776977,0,0,0,0,0,0,0,0,0,0,0,2016-05-29,,,,,Portage Park,PORTAGE PARK
2016-05-29,16-2594,Fire,6517 S Ellis Ave,Chicago,IL,60637,Cook,41.7762351,-87.6007291,0,1,0,0,0,0,0,2,5,1,1435,2016-05-29,2016-05-29,2016-05-29,2016-05-29,2016-05-29,Woodlawn,WOODLAWN
2016-05-29,16-2597,Fire,5055 W Maypole Ave,Chicago,IL,60644,Cook,41.8840561,-87.7524295,0,0,1,1,0,0,0,5,3,2,1335,2016-05-29,2016-05-29,2016-05-29,2016-05-30,2016-05-30,Austin,AUSTIN
2016-05-29,16-2598,Fire,1528 W 18th St,Chicago,IL,60608,Cook,41.857992,-87.6649464,0,0,4,0,0,0,0,5,0,3,250,2016-05-30,2016-05-30,2016-05-30,2016-05-30,2016-05-30,Lower West Side,LOWER WEST SIDE
2016-05-30,16-2599,Fire,4711 W Shakespeare Ave,Chicago,IL,60639,Cook,41.9195503,-87.7442621,0,5,0,0,0,0,0,11,9,5,4180,2016-05-30,2016-05-30,2016-05-30,,2016-05-30,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
2016-05-30,16-2603,No response needed,N Paulina St & W Washington Blvd,Chicago,IL,60612,Cook,41.8832518,-87.6693503,0,0,0,0,0,0,0,0,0,0,0,2016-05-30,,,,,United Center,UNITED CENTER
2016-05-31,16-2608,No response needed,5105 W Lexington St,Chicago,IL,60644,Cook,41.8710531,-87.7535436,0,0,0,0,0,0,0,0,0,0,0,2016-05-31,,,,,Austin,AUSTIN
2016-05-31,16-2609,No response needed,33 E 103rd Pl,Chicago,IL,60628,Cook,41.706028,-87.622124,0,0,0,0,0,0,0,0,0,0,0,2016-05-31,2016-05-31,,,,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-05-31,16-2610,No response needed,4731 S Lockwood Ave,Chicago,IL,60638,Cook,41.8066249,-87.755005,0,0,0,0,0,0,0,0,0,0,0,2016-05-31,,,,, , 
2016-05-31,16-2611,Fire,7841 S Drexel Ave,Chicago,IL,60619,Cook,41.7518996,-87.6024147,0,0,1,0,0,0,0,2,0,1,100,2016-05-31,2016-05-31,2016-05-31,2016-05-31,2016-05-31,Grand Crossing,"SOUTH SHORE, GRAND CROSSING"
2016-05-31,16-2615,No response needed,4930 N Pulaski Rd,Chicago,IL,60630,Cook,41.9710165,-87.7283623,0,0,0,0,0,0,0,0,0,0,0,2016-05-31,,,,,Albany Park,"NORTH PARK,ALBANY PARK"
2016-05-31,16-2616,Fire,2417 W Pershing Rd,Chicago,IL,60632,Cook,41.822699,-87.685654,0,1,0,0,0,0,0,3,5,1,1560,2016-05-31,2016-06-01,2016-06-01,2016-06-01,2016-06-01,Brighton Park,"BRIGHTON PARK,MCKINLEY PARK"
2016-06-01,16-2621,No response needed,2544 N Long Ave,Chicago,IL,60639,Cook,41.9271875,-87.7611913,0,0,0,0,0,0,0,0,0,0,0,2016-06-02,,,,,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
2016-06-02,16-2625,Fire,3855 W Marquette Rd,Chicago,IL,60629,Cook,41.7712019,-87.7197769,0,0,1,0,0,0,0,2,0,1,0,2016-06-02,2016-06-02,2016-06-02,2016-06-02,2016-06-02,West Lawn,WEST LAWN
2016-06-02,16-2626,Fire,727 E 60th St,Chicago,IL,60637,Cook,41.7855789,-87.6070496,0,1,0,0,0,0,0,1,0,1,405,2016-06-02,2016-06-02,2016-06-02,2016-06-02,2016-06-03,Woodlawn,WOODLAWN
2016-06-02,16-2627,No response needed,3835 W Fillmore St,Chicago,IL,60624,Cook,41.867784,-87.721606,0,0,0,0,0,0,0,0,0,0,0,2016-06-02,,,,,North Lawndale,NORTH LAWNDALE
2016-06-03,16-2632,Fire,617 W 129th Pl,Chicago,IL,60628,Cook,41.657888,-87.6371039,0,1,0,0,0,0,0,1,5,1,1310,2016-06-03,2016-06-03,2016-06-03,2016-06-04,2016-06-04,West Pullman,WEST PULLMAN
2016-06-03,16-2633,Fire,8825 S Union Ave,Chicago,IL,60620,Cook,41.733534,-87.640745,0,1,0,0,0,0,0,3,3,1,1310,2016-06-04,2016-06-04,2016-06-04,2016-06-04,2016-06-04,Auburn Gresham,AUBURN GRESHAM
2016-06-04,16-2634,No response needed,6400 N Sheridan Rd,Chicago,IL,60626,Cook,41.9984203,-87.6611769,0,0,0,0,0,0,0,0,0,0,0,2016-06-04,,,,,Rogers Park,ROGERS PARK
2016-06-04,16-2636,Fire,5532 S Wabash Ave,Chicago,IL,60637,Cook,41.793318,-87.624514,0,1,2,0,0,0,0,5,6,3,2032,2016-06-04,2016-06-04,2016-06-04,,2016-06-04,Washington Park,WASHINGTON PARK
2016-06-04,16-2640,No response needed,2242 N Kedzie Ave,Chicago,IL,60647,Cook,41.9223777,-87.7078554,0,0,0,0,0,0,0,0,0,0,0,2016-06-04,,,,,Logan Square,LOGAN SQUARE
2016-06-05,16-2641,Fire,4432 N Paulina St,Chicago,IL,60640,Cook,41.9626022,-87.6711818,0,0,1,0,0,0,0,2,0,1,0,2016-06-05,2016-06-05,2016-06-05,2016-06-05,2016-06-05,Uptown,UPTOWN
2016-06-05,16-2645,Fire,1635 W 33rd St,Chicago,IL,60608,Cook,41.833896,-87.666915,0,3,0,0,0,1,0,3,1,1,2185,2016-06-06,2016-06-06,2016-06-06,2016-06-06,2016-06-06,Mckinley Park,"BRIGHTON PARK,MCKINLEY PARK"
2016-06-06,16-2647,Fire,6040 N California Ave,Chicago,IL,60659,Cook,41.991566,-87.699779,0,0,0,6,3,3,0,3,0,3,2150,2016-06-06,2016-06-06,2016-06-06,2016-06-06,2016-06-06,West Ridge,WEST RIDGE
2016-06-06,16-2648,Fire,4343 W Kamerling Ave,Chicago,IL,60651,Cook,41.9050411,-87.7354844,0,1,0,0,0,1,0,1,0,1,405,2016-06-06,2016-06-06,2016-06-06,2016-06-06,2016-06-06,Humboldt Park,HUMBOLDT PARK
2016-06-06,16-2654,Fire,2014 W Estes Ave,Chicago,IL,60645,Cook,42.0112989,-87.6808715,0,1,0,0,0,0,0,2,0,1,530,2016-06-06,2016-06-06,2016-06-06,2016-06-06,2016-06-07,Rogers Park,ROGERS PARK
2016-06-06,16-2655,Fire,2712 W Chicago Ave,Chicago,IL,60622,Cook,41.8958794,-87.6948519,0,0,3,0,0,0,0,6,1,3,0,2016-06-06,2016-06-06,2016-06-06,,2016-06-06,Humboldt Park,HUMBOLDT PARK
2016-06-06,16-2656,Fire,4014 N Central Park Ave,Chicago,IL,60618,Cook,41.9544939,-87.7181839,6,4,0,0,0,0,0,18,4,12,4679,2016-06-06,2016-06-06,2016-06-06,,2016-06-07,Irving Park,"IRVING PARK,AVONDALE"
2016-06-06,16-2657,No response needed,1144 W 68th St,Chicago,IL,60621,Cook,41.7706953,-87.6535883,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,,,,,Englewood,ENGLEWOOD
2016-06-07,16-2664,Fire,9028 S Baltimore Ave,Chicago,IL,60617,Cook,41.7310043,-87.5487674,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,2016-06-07,2016-06-07,2016-06-07,2016-06-07,South Chicago,SOUTH CHICAGO
2016-06-07,16-2665,Fire,5433 N Parkside Ave,Chicago,IL,60630,Cook,41.979645,-87.769267,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,2016-06-07,2016-06-07,2016-06-07,2016-06-07,Jefferson Park,JEFFERSON PARK
2016-06-07,16-2666,No response needed,3215 W 64th Pl,Chicago,IL,60629,Cook,41.7760047,-87.7037244,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,,,,,Chicago Lawn,"MARQUETTE PARK,GAGE PARK"
2016-06-07,16-2667,No response needed,300 S Kostner Ave,Chicago,IL,60624,Cook,41.876723,-87.7355011,0,0,0,0,0,0,0,0,0,0,0,2016-06-07,,,,,Garfield Park,GARFIELD PARK
2016-06-07,16-2668,Fire,4209 W Wilcox St,Chicago,IL,60624,Cook,41.878547,-87.73091,0,2,0,0,0,0,0,9,2,6,3055,2016-06-07,2016-06-07,2016-06-07,2016-06-07,2016-06-07,Garfield Park,GARFIELD PARK
2016-06-07,16-2669,Fire,4400 N Mozart St,Chicago,IL,60625,Cook,41.9612485,-87.6997068,1,2,0,0,0,0,0,6,3,3,1405,2016-06-07,2016-06-07,2016-06-07,2016-06-07,2016-06-07,Irving Park,"IRVING PARK,AVONDALE"
2016-06-07,16-2671,Fire,1145 N Lockwood Ave,Chicago,IL,60651,Cook,41.901716,-87.757879,0,0,1,0,0,0,0,2,4,0,300,2016-06-08,2016-06-08,2016-06-08,2016-06-08,2016-06-08,Austin,AUSTIN
2016-06-09,16-2680,No response needed,5412 W Fulton St,Chicago,IL,60644,Cook,41.8857849,-87.7608981,0,0,0,0,0,0,0,0,0,0,0,2016-06-09,,,,,Austin,AUSTIN
2016-06-10,16-2684,Fire,5313 S Laflin St,Chicago,IL,60609,Cook,41.7971669,-87.6618961,0,4,0,0,0,1,0,8,6,4,4690,2016-06-10,2016-06-10,2016-06-10,2016-06-10,2016-06-11,New City,BACK OF THE YARDS
2016-06-10,16-2687,Fire,8227 S Maryland Ave,Chicago,IL,60619,Cook,41.744939,-87.603436,1,1,3,0,0,0,0,8,6,5,3850,2016-06-10,2016-06-10,2016-06-10,2016-06-11,2016-06-11,Chatham,"CHATHAM,BURNSIDE"
2016-06-11,16-2690,No response needed,3333 W 66th St,Chicago,IL,60629,Cook,41.7732488,-87.7067776,0,0,0,0,0,0,0,0,0,0,0,,,,,,Chicago Lawn,"MARQUETTE PARK,GAGE PARK"
2016-06-11,16-2691,No response needed,2553 W Berteau Ave,Chicago,IL,60618,Cook,41.9576266,-87.6925968,1,0,0,0,0,0,0,0,0,0,0,2016-06-11,,,,,North Center,NORTH CENTER
2016-06-11,16-2693,Building collapse,1704 E 77th St,Chicago,IL,60649,Cook,41.7552894,-87.5830935,0,0,1,0,0,0,0,2,0,1,280,2016-06-11,2016-06-11,2016-06-11,,,South Shore,"SOUTH SHORE, GRAND CROSSING"
2016-06-12,16-2703,Fire,1907 S Harding Ave,Chicago,IL,60623,Cook,41.8547258,-87.7232692,1,2,0,0,0,0,0,8,8,4,3150,2016-06-12,2016-06-12,2016-06-12,2016-06-13,,North Lawndale,NORTH LAWNDALE
2016-06-12,16-2704,Building collapse,5256 S Troy St,Chicago,IL,60632,Cook,41.7974012,-87.7027265,0,0,0,1,0,0,0,0,0,0,0,2016-06-13,2016-06-13,2016-06-13,2016-06-13,2016-06-13,Gage Park,"MARQUETTE PARK,GAGE PARK"
2016-06-13,16-2706,Fire,10902 S Wabash Ave,Chicago,IL,60628,Cook,41.6960583,-87.6222741,0,0,1,0,0,0,0,1,0,1,405,2016-06-13,2016-06-13,2016-06-13,2016-06-13,2016-06-13,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-06-13,16-2711,Fire,8057 S Halsted St,Chicago,IL,60620,Cook,41.747133,-87.643576,7,0,0,0,0,1,0,10,1,8,3615,2016-06-13,2016-06-13,2016-06-13,2016-06-13,2016-06-14,Auburn Gresham,AUBURN GRESHAM
2016-06-13,16-2712,Fire,22 E 118th Pl,Chicago,IL,60628,Cook,41.679206,-87.621814,0,1,1,0,0,0,0,12,0,2,2620,2016-06-13,2016-06-13,2016-06-14,2016-06-14,2016-06-14,West Pullman,WEST PULLMAN
2016-06-13,16-2713,Fire,2444 N Seminary Ave,Chicago,IL,60614,Cook,41.926666,-87.6563588,0,0,1,0,0,0,0,2,0,1,250,2016-06-14,2016-06-14,2016-06-14,,2016-06-14,Sheffield & DePaul,SHEFFIELD & DEPAUL
2016-06-14,16-2714,Fire,6601 S Marquette Rd,Chicago,IL,60637,Cook,41.774702,-87.612737,0,2,0,0,0,0,0,6,0,2,1310,2016-06-14,2016-06-14,2016-06-14,,2016-06-14,Woodlawn,WOODLAWN
2016-06-14,16-2716,Fire,8457 S Colfax Ave,Chicago,IL,60617,Cook,41.7410315,-87.5609323,0,1,0,0,0,0,0,4,2,1,1310,2016-06-14,2016-06-14,2016-06-14,2016-06-14,2016-06-14,South Chicago,SOUTH CHICAGO
2016-06-14,16-2717,No response needed,5626 S Wabash Ave,Chicago,IL,60637,Cook,41.792048,-87.624476,0,0,0,0,0,0,0,0,0,0,0,2016-06-14,,,,,Washington Park,WASHINGTON PARK
2016-06-14,16-2720,No response needed,422 W Melrose St,Chicago,IL,60657,Cook,41.9414883,-87.6407772,0,0,0,0,0,0,0,0,0,0,0,2016-06-14,2016-06-14,2016-06-14,,,Lake View,LAKE VIEW
2016-06-14,16-2724,Fire,3554 N Albany Ave,Chicago,IL,60618,Cook,41.9463818,-87.7056578,0,0,1,0,0,0,0,1,2,1,655,2016-06-14,2016-06-14,2016-06-14,2016-06-14,2016-06-15,Avondale,"IRVING PARK,AVONDALE"
2016-06-15,16-2727,Fire,9845 S Hoxie Ave,Chicago,IL,60617,Cook,41.7158766,-87.560792,0,1,0,0,0,0,0,2,1,1,780,2016-06-15,2016-06-15,2016-06-15,,2016-06-15,South Deering,SOUTHEAST SIDE
2016-06-15,16-2728,Not eligible for services,30 W 108th Pl,Chicago,IL,60628,Cook,41.6973216,-87.624452,0,0,0,0,0,0,0,0,0,0,0,2016-06-15,,,,,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-06-16,16-2730,No response needed,4657 N Kedzie Ave,Chicago,IL,60625,Cook,41.9663775,-87.7080276,0,0,0,0,0,0,0,0,0,0,0,2016-06-16,,,,,Albany Park,"NORTH PARK,ALBANY PARK"
2016-06-16,16-2732,Fire,12118 S Parnell Ave,Chicago,IL,60628,Cook,41.673592,-87.636095,0,1,0,0,0,0,0,6,8,2,2995,2016-06-16,2016-06-16,2016-06-16,2016-06-16,2016-06-16,West Pullman,WEST PULLMAN
2016-06-16,16-2733,No response needed,345 N Canal St,Chicago,IL,60606,Cook,41.8881799,-87.6395734,0,0,0,0,0,0,0,0,0,0,0,2016-06-16,,,,,West Loop,WEST LOOP
2016-06-16,16-2735,Fire,5632 S Wabash Ave,Chicago,IL,60637,Cook,41.791843,-87.62447,0,1,0,0,0,0,0,2,0,1,250,2016-06-16,2016-06-16,2016-06-16,,2016-06-17,Washington Park,WASHINGTON PARK
2016-06-17,16-2737,No response needed,12108 S Wallace St,Chicago,IL,60628,Cook,41.673819,-87.63731,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,,,,,West Pullman,WEST PULLMAN
2016-06-17,16-2738,No response needed,1340 W 108th St,Chicago,IL,60643,Cook,41.6976758,-87.6551547,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,,,,,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
2016-06-17,16-2742,No response needed,5901 W Lawrence Ave,Chicago,IL,60630,Cook,41.9675058,-87.7750436,0,0,0,0,0,0,0,0,0,0,0,2016-06-17,,,,,Portage Park,PORTAGE PARK
2016-06-17,16-2744,Fire,720 N Ridgeway Ave,Chicago,IL,60624,Cook,41.8942862,-87.7201587,0,1,0,0,0,1,1,5,0,2,1200,2016-06-17,2016-06-17,2016-06-17,2016-06-17,2016-06-18,Humboldt Park,HUMBOLDT PARK
2016-06-18,16-2745,No response needed,2060 W Granville Ave,Chicago,IL,60659,Cook,41.994761,-87.6818305,0,0,0,0,0,0,0,0,0,0,0,,,,,,West Ridge,WEST RIDGE
2016-06-19,16-2758,Fire,8140 S Burnham Ave,Chicago,IL,60617,Cook,41.7470079,-87.5566818,0,1,0,1,0,0,0,4,4,2,1865,2016-06-20,2016-06-20,2016-06-20,2016-06-20,2016-06-20,South Chicago,SOUTH CHICAGO
2016-06-19,16-2759,No response needed,10704 S Ave M,Chicago,IL,60617,Cook,41.7006679,-87.5379491,0,0,0,0,0,0,0,0,0,0,0,2016-06-20,,,,,East Side,SOUTHEAST SIDE
2016-06-20,16-2763,No response needed,5839 Harlem Ave,Chicago,IL,60638,Cook,41.7853496,-87.8009079,0,0,0,0,0,0,0,0,0,0,0,,,,,,Garfield Ridge,MIDWAY AIRPORT
2016-06-20,16-2764,Fire,6509 S Maryland Ave,Chicago,IL,60637,Cook,41.776466,-87.604263,0,0,0,1,0,0,0,3,0,1,655,2016-06-21,2016-06-21,2016-06-21,,2016-06-21,Woodlawn,WOODLAWN
2016-06-21,16-2765,Fire,9922 S Wallace St,Chicago,IL,60628,Cook,41.71355,-87.638501,0,0,0,1,0,0,0,1,0,1,405,2016-06-21,2016-06-21,2016-06-21,2016-06-21,2016-06-21,Washington Heights,"WASHINGTON HEIGHTS,ROSELAND"
2016-06-21,16-2767,No response needed,413 N Carpenter St,Chicago,IL,60642,Cook,41.8895044,-87.653069,0,0,0,0,0,0,0,0,0,0,0,2016-06-21,,,,,West Town,"WICKER PARK,WEST TOWN"
2016-06-21,16-2769,Fire,2720 N Campbell Ave,Chicago,IL,60647,Cook,41.931039,-87.6906731,0,0,0,3,0,0,0,4,1,3,1090,2016-06-21,2016-06-21,2016-06-21,2016-06-21,2016-06-21,Logan Square,LOGAN SQUARE
2016-06-22,16-2778,Fire,8122 S Spaulding Ave,Chicago,IL,60652,Cook,41.74539,-87.705054,0,0,0,1,0,0,0,4,1,1,1185,2016-06-22,2016-06-22,2016-06-22,2016-06-22,2016-06-22,Ashburn,ASHBURN
2016-06-22,16-2779,Fire,6332 S Vernon Ave,Chicago,IL,60637,Cook,41.779264,-87.614751,0,1,0,0,0,0,0,5,4,2,1715,2016-06-22,2016-06-22,2016-06-22,2016-06-22,2016-06-22,Woodlawn,WOODLAWN
2016-06-22,16-2780,Building collapse,3401 W 79th St,Chicago,IL,60652,Cook,41.749445,-87.707441,0,2,0,0,0,0,0,3,1,2,1185,2016-06-22,2016-06-22,2016-06-22,2016-06-22,2016-06-22,Ashburn,ASHBURN
2016-06-22,16-2781,No response needed,7245 S Evans Ave,Chicago,IL,60619,Cook,41.762738,-87.60638,0,0,0,0,0,0,0,0,0,0,0,2016-06-22,2016-06-22,2016-06-22,,,Grand Crossing,"SOUTH SHORE, GRAND CROSSING"
2016-06-23,16-2788,Fire,4337 S Marshfield Ave,Chicago,IL,60609,Cook,41.814748,-87.666001,0,2,0,0,0,0,0,3,0,2,935,2016-06-23,2016-06-23,2016-06-24,,2016-06-24,New City,BACK OF THE YARDS
2016-06-24,16-2791,No response needed,S Calumet Ave & E 21st St,Chicago,IL,60616,Cook,41.854355,-87.6190385,0,0,0,0,0,0,0,0,0,0,0,,,,,,Near South Side,NEAR SOUTH SIDE
2016-06-24,16-2792,Fire,7908 S Justine St,Chicago,IL,60620,Cook,41.7500534,-87.6623702,0,2,2,4,1,0,0,8,10,4,5845,2016-06-24,2016-06-24,2016-06-24,,2016-06-24,Auburn Gresham,AUBURN GRESHAM
2016-06-24,16-2795,No response needed,2248 S Kirkland Ave,Chicago,IL,60623,Cook,41.849911,-87.733679,0,0,0,0,0,0,0,0,0,0,0,2016-06-24,,,,,North Lawndale,NORTH LAWNDALE
2016-06-24,16-2796,Fire,1843 S Kedzie Ave,Chicago,IL,60623,Cook,41.8565274,-87.7051216,0,0,2,0,0,0,0,4,3,2,2135,2016-06-24,2016-06-24,2016-06-24,2016-06-24,2016-06-24,North Lawndale,NORTH LAWNDALE
2016-06-24,16-2798,Fire,5958 W Lake St,Chicago,IL,60644,Cook,41.8881969,-87.7743069,0,0,0,0,0,0,0,0,0,0,0,2016-06-24,2016-06-24,2016-06-24,2016-06-24,2016-06-25,Austin,AUSTIN
2016-06-24,16-2799,Fire,2956 N Washtenaw Ave,Chicago,IL,60618,Cook,41.935604,-87.695627,0,0,2,4,0,0,0,4,0,3,920,2016-06-25,2016-06-25,2016-06-25,,2016-06-25,Avondale,"IRVING PARK,AVONDALE"
2016-06-25,16-2801,No response needed,5517 W Rice St,Chicago,IL,60651,Cook,41.8955763,-87.7643793,0,0,0,0,0,0,0,0,0,0,0,2016-06-25,,,,,Austin,AUSTIN
2016-06-25,16-2802,Fire,3925 W Chicago Ave,Chicago,IL,60651,Cook,41.895114,-87.724673,0,0,1,0,0,1,0,1,0,0,0,2016-06-25,2016-06-25,2016-06-25,2016-06-25,2016-06-25,Humboldt Park,HUMBOLDT PARK
2016-06-25,16-2804,Fire,1006 N Central Park Ave,Chicago,IL,60651,Cook,41.8993898,-87.7166788,0,0,0,1,0,0,0,0,0,1,0,2016-06-25,2016-06-25,2016-06-25,2016-06-25,2016-06-25,Humboldt Park,HUMBOLDT PARK
2016-06-25,16-2806,Fire,2701 N Marshfield Ave,Chicago,IL,60614,Cook,41.9307162,-87.6692557,0,0,0,1,0,0,0,2,0,1,0,2016-06-25,2016-06-25,2016-06-25,,,Lincoln Park,LINCOLN PARK
2016-06-26,16-2809,Fire,7724 S King Dr,Chicago,IL,60619,Cook,41.7539661,-87.6153204,0,0,1,0,0,0,0,4,4,1,1560,2016-06-26,2016-06-26,2016-06-26,,2016-06-26,Grand Crossing,"SOUTH SHORE, GRAND CROSSING"
2016-06-26,16-2811,No response needed,818 N Racine Ave,Chicago,IL,60642,Cook,41.896848,-87.6577181,0,0,0,0,0,0,0,0,0,0,0,,,,,,West Town,"WICKER PARK,WEST TOWN"
2016-06-26,16-2812,Fire,3246 N Pulaski Rd,Chicago,IL,60641,Cook,41.940448,-87.7275384,0,1,19,0,0,0,0,20,2,15,6795,2016-06-26,2016-06-26,2016-06-26,,2016-06-26,Irving Park,"IRVING PARK,AVONDALE"
2016-06-27,16-2817,No response needed,5700 S Marshfield Ave,Chicago,IL,60636,Cook,41.790208,-87.666038,0,0,0,0,0,0,0,0,0,0,0,2016-06-27,,,,,Englewood,ENGLEWOOD
2016-06-28,16-2823,No response needed,20 E Delaware Pl,Chicago,IL,60611,Cook,41.8993868,-87.6275053,0,0,0,0,0,0,0,0,0,0,0,2016-06-28,,,,,Rush & Division,RUSH & DIVISION
2016-06-29,16-2834,No response needed,1007 Lawndale Ave,Chicago,IL,60651,Cook,41.8993475,-87.7186125,0,0,0,0,0,0,0,0,0,0,0,2016-06-29,,,,,Humboldt Park,HUMBOLDT PARK
2016-06-29,16-2835,Not eligible for services,1506 E 67th St,Chicago,IL,60637,Cook,41.773412,-87.5885178,0,0,0,0,0,0,0,0,0,0,0,2016-06-29,,,,,Woodlawn,WOODLAWN
2016-06-29,16-2839,No response needed,4617 W Belmont Ave,Chicago,IL,60641,Cook,41.9384489,-87.7428277,0,0,0,0,0,0,0,0,0,0,0,2016-06-30,,,,,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
2016-06-30,16-2841,Fire,2055 W 69th Pl,Chicago,IL,60636,Cook,41.7673055,-87.6756881,0,0,2,0,0,0,0,1,1,1,380,2016-06-30,2016-06-30,2016-06-30,,2016-06-30,Englewood,ENGLEWOOD
2016-06-30,16-2842,Fire,6812 S Rockwell St,Chicago,IL,60629,Cook,41.769612,-87.688621,0,1,1,0,0,0,0,4,5,2,1965,2016-06-30,2016-06-30,2016-06-30,2016-06-30,2016-06-30,Chicago Lawn,"MARQUETTE PARK,GAGE PARK"
2016-06-30,16-2844,Fire,7150 S Vernon Ave,Chicago,IL,60619,Cook,41.764189,-87.614361,0,1,0,0,0,0,0,3,3,1,1310,2016-06-30,2016-06-30,2016-06-30,2016-06-30,2016-06-30,Grand Crossing,"SOUTH SHORE, GRAND CROSSING"
2016-06-30,16-2846,No response needed,1605 W Fargo Ave,Chicago,IL,60626,Cook,42.016726,-87.670577,0,0,0,0,0,0,0,0,0,0,0,2016-06-30,,,,,Rogers Park,ROGERS PARK
2016-06-30,16-2848,No response needed,218 E 111th Pl,Chicago,IL,60628,Cook,41.6918851,-87.612131,0,0,0,0,0,0,0,0,0,0,0,2016-07-01,,,,,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2016-07-01,17-0001,No response needed,927 W George St,Chicago,IL,60657,Cook,41.9342335,-87.65258,0,0,0,0,0,0,0,0,0,0,0,,,,,,Lake View,LAKE VIEW
2016-07-01,17-0006,Fire,4634 W West End Ave,Chicago,IL,60644,Cook,41.8834887,-87.741572,0,1,2,0,0,0,0,5,4,3,2385,2016-07-01,2016-07-01,2016-07-01,2016-07-01,2016-07-02,Austin,AUSTIN
