date,is_boarded,fire,homeless,address,zip_code,ward,community_area,geometry,PRI_NEIGH
2017-08-04,0,0,0,1231 N harding ave,60651,37,23,"c(-87.7251002085875, 41.903236038454)",Humboldt Park
2017-08-04,0,0,0,5942 S peoria st,60621,16,68,"c(-87.6473828702868, 41.7862165473861)",Englewood
2017-08-04,0,0,1,6440 S seeley ave,60636,16,67,"c(-87.6750561873273, 41.7767719172303)",Englewood
2017-08-04,0,0,1,6428 S paulina st,60636,15,67,"c(-87.6666233031588, 41.7770234233244)",Englewood
2017-08-04,1,0,0,9015 S houston ave,60617,10,46,"c(-87.5499059450373, 41.731640678147)",South Chicago
2017-08-04,0,0,0,10917 S buffalo ave,60617,10,52,"c(-87.5437832254962, 41.6970145984798)",East Side
2017-08-04,0,1,0,9156 S greenwood ave,60619,8,47,"c(-87.5973571583655, 41.7284285882478)",Burnside
2017-08-04,0,0,1,3507 W carroll ave,60624,28,27,"c(-87.7138096239876, 41.8874224775409)",Garfield Park
2017-08-04,0,0,0,3156 S may st,60608,11,60,"c(-87.6547682889445, 41.8366991220494)",Bridgeport
2017-08-04,0,0,1,754 W 73rd st,60621,6,68,"c(-87.6433882533585, 41.7615776917806)",Englewood
2017-08-04,0,0,0,12755 S emerald ave,60628,34,53,"c(-87.6401819316411, 41.6620170755436)",West Pullman
2017-08-04,0,0,0,4430 W roosevelt rd,60624,24,29,"c(-87.7357038785391, 41.8660219255368)",North Lawndale
2017-08-04,0,0,0,2146 S millard ave,60623,24,29,"c(-87.7162552161605, 41.8529175607591)",North Lawndale
2017-07-24,0,0,0,4738 W monroe st,60644,28,25,"c(-87.7437228245717, 41.8792670508506)",Austin
2017-08-05,0,0,0,9223 S halsted st,60620,21,73,"c(-87.6433508494984, 41.7265132839873)",Washington Heights
2017-08-05,0,0,1,830 E 89th st,60619,8,44,"c(-87.6039114346832, 41.7330096801084)",Chatham
2017-08-05,0,0,1,6533 S whipple st,60629,17,66,"c(-87.6993718448279, 41.774774367246)",Chicago Lawn
2017-08-05,0,0,1,11403 S racine ave,60643,34,75,"c(-87.6519306681833, 41.6866102681235)",Morgan Park
2017-08-05,0,0,1,8715 S constance ave,60617,8,48,"c(-87.5793548953131, 41.736728177896)",Calumet Heights
2017-08-05,1,0,0,7237 S winchester ave,60636,17,67,"c(-87.6722513458024, 41.7623188530718)",Englewood
2017-08-05,0,0,1,6616 S langley ave,60637,20,42,"c(-87.6082552759067, 41.7746241866707)",Woodlawn
2017-08-06,0,0,0,11820 S sangamon st,60643,34,53,"c(-87.645610861658, 41.6792134395808)",West Pullman
2017-08-06,0,0,1,6650 S rockwell st,60629,17,66,"c(-87.6883781035435, 41.7737081052628)",Chicago Lawn
2017-08-06,0,0,0,8527 S drexel ave,60619,8,44,"c(-87.6024844594863, 41.7398264435479)",Chatham
2017-08-06,0,0,1,5656 S hoyne ave,60636,15,67,"c(-87.6766538346504, 41.7910352109717)",Englewood
2018-07-24,1,0,1,5210 S luna ave,60638,14,56,"c(-87.7612339418226, 41.7979685394533)",Garfield Ridge
2017-08-07,0,0,1,5210 S laflin st,60609,20,61,"c(-87.662294764896, 41.7993452516846)",New City
2017-08-07,0,0,0,5046 W fulton st,60644,28,25,"c(-87.7515027279554, 41.8856846980992)",Austin
2018-07-24,0,0,1,1455 S tripp ave,60623,24,29,"c(-87.7311443586337, 41.8614190681523)",North Lawndale
2017-08-07,0,0,0,442 W 129th pl,60628,9,53,"c(-87.6329900708415, 41.6581954090597)",West Pullman
2017-08-07,0,1,0,10736 S prairie ave,60628,9,49,"c(-87.6171977285183, 41.6991506562427)",Roseland
2017-08-07,0,0,0,1710 N karlov ave,60639,26,23,"c(-87.7288372853277, 41.9118646538016)",Humboldt Park
2017-08-07,0,0,0,7324 S constance ave,60649,8,43,"c(-87.5805011038709, 41.762027090799)",South Shore
2017-08-07,0,0,1,2101 W 67th pl,60636,16,67,"c(-87.6761673276266, 41.7711380871245)",Englewood
2017-08-07,1,0,0,7724 S crandon ave,60649,7,43,"c(-87.5687323869338, 41.7548906924675)",South Shore
2017-08-07,0,1,0,5816 S trumbull ave,60629,23,63,"c(-87.7095172254218, 41.7876749489521)",Gage Park
2018-07-24,0,0,0,3958 W cermak rd,60623,24,29,"c(-87.7239626147302, 41.8515584127674)",North Lawndale
2017-08-07,0,0,0,2636 E 79th st,60649,7,43,"c(-87.5599726741529, 41.7518153809147)",South Shore
2017-08-07,1,1,0,1243 N springfield ave,60651,26,23,"c(-87.7238948609992, 41.9036330187283)",Humboldt Park
2017-08-07,1,0,1,1710 W waseca pl,60643,34,75,"c(-87.6646349613107, 41.6890574099769)",Morgan Park
2017-08-07,0,1,1,5136 S aberdeen st,60609,20,61,"c(-87.65261344209, 41.8008166061829)",New City
2017-08-07,0,0,1,1042 N avers ave,60651,37,23,"c(-87.7225550458776, 41.899826672525)",Humboldt Park
2017-08-07,0,0,0,531 W 44th st,60609,11,61,"c(-87.6394502978665, 41.8144607335975)",New City
2017-08-07,0,0,0,9103 S wentworth ave,60620,21,49,"c(-87.6288573720145, 41.7289125820679)",Roseland
2017-08-07,0,0,0,9110 S indiana ave,60619,9,49,"c(-87.6191718068133, 41.728935018543)",Roseland
2017-08-07,0,0,0,10749 S edbrooke ave,60628,9,49,"c(-87.6196526461043, 41.6989014737347)",Roseland
2018-07-24,0,0,1,536 W 104th st,60628,34,49,"c(-87.6368367995007, 41.7051728463138)",Roseland
2017-08-07,0,0,1,8626 S manistee ave,60617,7,46,"c(-87.557528160197, 41.7386447351389)",South Chicago
2018-07-24,1,0,1,1752 E 73rd st,60649,7,43,"c(-87.5819720409991, 41.7624534842083)",South Shore
2017-08-07,1,0,0,5410 S paulina st,60609,16,61,"c(-87.667059064942, 41.7956407315585)",New City
2018-07-24,1,1,0,5041 S ada st,60609,20,61,"c(-87.6587314958163, 41.8024672941013)",New City
2017-08-07,0,0,0,9953 S avenue h,60617,10,52,"c(-87.5328600113956, 41.7148267766382)",East Side
2017-08-07,0,0,0,4938 S shields ave,60609,3,37,"c(-87.6344476723166, 41.8047435022816)",Fuller Park
2017-08-07,0,0,0,6100 S bishop st,60636,16,67,"c(-87.6606605240456, 41.7831603813957)",Englewood
2017-08-07,0,0,0,5147 S damen ave,60609,16,61,"c(-87.674475651304, 41.7998745270113)",New City
2018-07-24,0,0,0,4324 W 21st st,60623,24,29,"c(-87.7327146516664, 41.853388122597)",North Lawndale
2018-07-24,0,0,1,5051 W gladys ave,60644,29,25,"c(-87.7513785209209, 41.8758000064079)",Austin
2017-08-08,0,0,0,4519 S laflin st,60609,15,61,"c(-87.6626239677323, 41.8117997878835)",New City
2018-07-24,0,0,0,1163 N howe st,60610,27,8,"c(-87.6444567836699, 41.9029976066613)",River North
2017-08-08,0,0,0,5918 S winchester ave,60636,16,67,"c(-87.6728795423479, 41.7863107754153)",Englewood
2018-07-24,0,1,0,4036 W wilcox st,60624,28,26,"c(-87.7264985153714, 41.8788586108816)",Garfield Park
2017-08-08,0,0,0,416 E 87th pl,60619,9,44,"c(-87.6141094369474, 41.7356043658275)",Chatham
2018-07-24,0,0,0,313 W 59th st,60621,20,68,"c(-87.6332957548676, 41.787215975139)",Englewood
2017-08-08,0,0,1,6236 S ada st,60636,16,67,"c(-87.6582204308353, 41.7806654579026)",Englewood
2017-08-08,0,0,0,8000 S ingleside ave,60619,8,44,"c(-87.6014973627463, 41.7494969904873)",Chatham
2017-08-08,0,0,0,5157 S laflin st,60609,20,61,"c(-87.6623180060837, 41.8002292536802)",New City
2017-08-08,0,0,0,518 N drake ave,60624,27,23,"c(-87.714943519701, 41.8905052567433)",Humboldt Park
2018-07-24,0,0,1,7954 S marshfield ave,60620,21,71,"c(-87.6646237077096, 41.7492584785375)",Auburn Gresham
2017-08-08,0,0,0,7807 S carpenter st,60620,17,71,"c(-87.6501477244759, 41.7522430611969)",Auburn Gresham
2018-07-24,0,0,1,1140 W 63rd st,60621,16,68,"c(-87.6534324819124, 41.7796254539431)",Englewood
2017-08-08,0,0,0,5602 S perry ave,60621,3,40,"c(-87.6277590979985, 41.7926675598744)",Washington Park
2018-07-24,1,0,1,5353 S emerald ave,60609,20,61,"c(-87.644009261891, 41.796993836374)",New City
2018-07-24,0,0,1,5022 S carpenter st,60609,20,61,"c(-87.6514520900241, 41.802916570982)",New City
2017-08-09,0,0,1,3251 S oakley ave,60608,25,59,"c(-87.6829029254948, 41.8345798492024)",Mckinley Park
2017-08-09,0,0,0,3541 N osceola ave,60634,38,17,"c(-87.8130767750615, 41.944078832033)",Dunning
2017-08-09,0,0,1,11115 S eggleston ave,60628,34,49,"c(-87.6339316432056, 41.6921821293022)",Roseland
2017-08-09,0,0,0,145 E 111th st,60628,9,49,"c(-87.6193489419419, 41.6926341406351)",Roseland
2017-08-09,0,0,1,9043 S union ave,60620,21,71,"c(-87.6410111041153, 41.7296823740226)",Auburn Gresham
2017-08-09,0,0,0,11 E 102nd st,60628,9,49,"c(-87.6231883675592, 41.7089907096948)",Roseland
2017-08-09,0,0,1,8420 S burnham ave,60617,7,46,"c(-87.5563706154478, 41.7424062679768)",South Chicago
2017-08-09,0,0,1,6610 S evans ave,60637,20,42,"c(-87.6070595544787, 41.774754775751)",Woodlawn
2017-08-09,0,0,0,13336 S carondolet ave,60633,10,55,"c(-87.5495744076514, 41.6530206337086)",Hegewisch
2017-08-09,0,0,1,5943 S wood st,60636,15,67,"c(-87.6692252326198, 41.7858980698005)",Englewood
2017-08-09,0,0,0,7949 S south shore dr,60617,7,46,"c(-87.5480842772845, 41.7510769017809)",South Chicago
2017-08-09,0,0,0,6833 S champlain ave,60637,20,42,"c(-87.6093521524986, 41.7706553087977)",Woodlawn
2017-08-09,0,0,0,1733 W 100th pl,60643,19,72,"c(-87.6657041243862, 41.7111685689472)",Beverly
2017-08-09,0,0,1,5623 S winchester ave,60636,15,67,"c(-87.6730173465506, 41.7915980161627)",Englewood
2017-08-10,1,0,0,341 E 134th st,60827,9,54,"c(-87.6140605828404, 41.6518333634865)",Riverdale
2017-08-10,0,1,1,840 W 53rd pl,60609,20,61,"c(-87.6462190497412, 41.7969145673014)",New City
2017-08-10,0,0,0,7353 S hoyne ave,60636,17,67,"c(-87.6758319561386, 41.760172211242)",Englewood
2017-08-10,0,0,0,10428 S sangamon st,60643,34,73,"c(-87.6464088897952, 41.7045482334106)",Washington Heights
2018-07-25,1,0,1,3901 W monroe st,60624,28,26,"c(-87.723219416482, 41.8797925140998)",Garfield Park
2017-08-10,0,0,0,10522 S maryland ave,60628,9,50,"c(-87.6026904931266, 41.7034231293708)",Pullman
2017-08-10,0,0,1,8001 S houston ave,60617,7,46,"c(-87.5504422941259, 41.7500956658282)",South Chicago
2017-08-10,1,0,0,11814 S princeton ave,60628,34,53,"c(-87.6299120138067, 41.6795065302925)",West Pullman
2017-08-10,0,0,1,13513 S burley ave,60633,10,55,"c(-87.5447337050749, 41.649784750458)",Hegewisch
2017-08-10,0,0,0,7239 S winchester ave,60636,17,67,"c(-87.6722502571847, 41.76228207317)",Englewood
2017-08-10,0,0,0,12020 S perry ave,60628,9,53,"c(-87.6250095974082, 41.6755875013123)",West Pullman
2017-08-10,0,0,1,1407 E 72nd st,60619,8,43,"c(-87.5907726312831, 41.7641972984086)",South Shore
2017-08-10,0,0,0,300 W 104th st,60628,34,49,"c(-87.6306450783657, 41.705250175856)",Roseland
2017-08-10,1,0,0,819 E drexel square dr,60615,5,41,"c(-87.6059129254932, 41.8013866252801)",Hyde Park
2018-07-25,1,0,0,638 E 92nd pl,60619,9,44,"c(-87.6084949087784, 41.7265549446842)",Chatham
2018-07-25,1,1,0,1209 E 93rd st,60619,8,47,"c(-87.5945235276127, 41.7258526035922)",Burnside
2018-07-25,0,0,1,901 N cicero ave,60651,37,25,"c(-87.7458540434219, 41.896888135995)",Austin
2018-07-25,1,1,1,2050 W 18th pl,60608,25,31,"c(-87.6759698631806, 41.8567472504102)",Lower West Side
2018-07-25,1,0,0,7012 S may st,60621,6,68,"c(-87.6529437235464, 41.7666721571641)",Englewood
2018-07-25,0,1,1,6056 S winchester ave,60636,16,67,"c(-87.6728106020655, 41.7837898471644)",Englewood
2018-07-25,0,0,0,1935 S trumbull ave,60623,24,29,"c(-87.711259919754, 41.8549261665069)",North Lawndale
2018-07-25,0,0,0,7512 S eberhart ave,60619,6,69,"c(-87.6126694321581, 41.7582309930086)",Grand Crossing
2018-07-25,0,0,1,822 N lockwood ave,60651,37,25,"c(-87.7580614317956, 41.8953165911662)",Austin
2017-08-11,1,0,0,5109 W lexington st,60644,29,25,"c(-87.7533484670745, 41.871064715317)",Austin
2017-08-11,1,0,0,1544 S sawyer ave,60623,24,29,"c(-87.7067063532475, 41.8600891288434)",North Lawndale
2017-08-11,0,0,1,10607 S wabash ave,60628,9,49,"c(-87.6221728169573, 41.7015036004862)",Roseland
2017-08-11,0,1,0,5238 S hermitage ave,60609,16,61,"c(-87.6683596055418, 41.798763242489)",New City
2017-08-11,0,0,1,633 N lockwood ave,60644,37,25,"c(-87.7579338815217, 41.8917774982239)",Austin
2017-08-11,0,0,0,8446 S escanaba ave,60617,10,46,"c(-87.5539415227707, 41.7419615009439)",South Chicago
2017-08-11,0,0,0,2129 W 72nd st,60636,17,67,"c(-87.6765004057503, 41.7629562073994)",Englewood
2017-08-11,0,0,0,644 W 117th pl,60628,34,53,"c(-87.6386768952944, 41.6807904521091)",West Pullman
2017-08-11,0,0,0,10100 S eggleston ave,60628,9,73,"c(-87.6336820290207, 41.7106918257428)",Washington Heights
2017-08-11,0,0,1,7301 S hermitage ave,60636,17,67,"c(-87.6673603588612, 41.7612131823683)",Englewood
2017-08-12,0,0,0,2652 N austin ave,60639,30,19,"c(-87.7758773522372, 41.9285508725454)",Belmont Cragin
2017-08-12,0,0,0,4205 W gladys ave,60624,28,26,"c(-87.7305414453096, 41.8761147089611)",Garfield Park
2018-07-26,1,0,1,10801 S edbrooke ave,60628,9,49,"c(-87.6196285840897, 41.698080239225)",Roseland
2018-07-26,1,0,1,7042 S marshfield ave,60636,17,67,"c(-87.6650597009899, 41.7659433169249)",Englewood
2018-07-26,0,0,0,2051 E 79th st,60649,8,46,"c(-87.5744186327306, 41.7516260105508)",South Chicago
2018-07-26,0,0,1,309 W 104th st,60628,34,49,"c(-87.6310567717982, 41.7052436362643)",Roseland
2018-07-26,0,0,0,5834 N lincoln ave,60659,40,2,"c(-87.7025668574346, 41.9875253898745)",West Ridge
2017-08-13,1,0,1,3829 W maypole ave,60624,28,26,"c(-87.7215651789419, 41.8840786109146)",Garfield Park
2017-08-13,0,0,1,2420 E 73rd st,60649,7,43,"c(-87.566450422811, 41.7626194052481)",South Shore
2017-08-14,0,1,0,2439 W warren blvd,60612,27,28,"c(-87.6872649480234, 41.8820789129352)",United Center
2018-07-26,0,0,0,4325 S campbell ave,NA,15,58,"c(-87.6871004594193, 41.8151989364488)",Brighton Park
2017-08-14,0,0,0,5724 S princeton ave,60621,20,68,"c(-87.6328862834009, 41.7903855731953)",Englewood
2018-07-26,0,0,0,4555 S wabash ave,60653,3,38,"c(-87.6245333891132, 41.8119654542278)",Grand Boulevard
2017-08-14,0,0,1,7008 S harper ave,60637,5,43,"c(-87.5879342770195, 41.767722917737)",South Shore
2018-07-26,0,0,0,6617 S bishop st,60636,16,67,"c(-87.660414562299, 41.7737498172983)",Englewood
2017-08-14,0,0,1,11863 S vincennes ave,60643,34,75,"c(-87.6713902144372, 41.67822126491)",Morgan Park
2017-08-14,0,0,1,12941 S saginaw ave,60633,10,55,"c(-87.5580650634149, 41.6602701103136)",Hegewisch
2017-08-14,1,0,1,11766 S wallace st,60628,34,53,"c(-87.6371606565112, 41.6801709460097)",West Pullman
2017-08-14,0,0,0,7020 S union ave,60621,6,68,"c(-87.6419943117605, 41.7666879418842)",Englewood
2017-08-14,0,1,0,1544 S kedzie ave,60623,24,29,"c(-87.7054877576337, 41.8600772224482)",North Lawndale
2017-08-14,0,0,0,7957 S saginaw ave,60617,7,46,"c(-87.5601540667379, 41.7507656896496)",South Chicago
2017-08-14,0,0,0,9337 S saginaw ave,60617,7,48,"c(-87.5594369486143, 41.7256415471723)",Calumet Heights
2017-08-14,1,0,0,5909 N lincoln ave,60659,40,2,"c(-87.7038442338963, 41.9882834958556)",West Ridge
2017-08-14,1,0,0,7020 S cornell ave,60649,5,43,"c(-87.5843911396559, 41.7678955488342)",South Shore
2017-08-14,0,0,0,4928 W erie st,60644,37,25,"c(-87.7488551259463, 41.8922414344396)",Austin
2017-08-14,0,0,0,7519 S sangamon st,60620,17,71,"c(-87.6478530472918, 41.7573630372774)",Auburn Gresham
2017-08-14,0,0,0,10152 S indiana ave,60628,9,49,"c(-87.618705358361, 41.7099259005259)",Roseland
2017-08-14,0,0,1,4511 N st louis ave,60625,33,14,"c(-87.7156480036032, 41.9631258523035)",Albany Park
2017-08-14,0,1,1,6333 S hamilton ave,60636,16,67,"c(-87.6775472273171, 41.7786677501037)",Englewood
2017-08-14,0,0,0,405 E 88th pl,60619,9,44,"c(-87.6143330257363, 41.7337650073878)",Chatham
2017-08-14,0,0,1,7942 S lafayette ave,60620,17,44,"c(-87.6257947919838, 41.7499578126505)",Chatham
2017-08-14,0,0,0,10714 S indiana ave,60628,9,49,"c(-87.6184378158836, 41.6995172367502)",Roseland
2017-08-15,0,0,0,5623 W berenice ave,60634,38,15,"c(-87.7674784205267, 41.9504247239933)",Portage Park
2017-08-15,0,0,0,345 W 100th pl,60628,9,49,"c(-87.6317999952167, 41.7116168580103)",Roseland
2017-08-15,1,0,0,2838 N christiana ave,60618,35,21,"c(-87.7110872202615, 41.9326946345614)",Avondale
2017-08-15,0,0,1,6943 S claremont ave,60636,17,66,"c(-87.6819985222028, 41.7673450937683)",Chicago Lawn
2017-08-15,0,0,0,311 W 108th pl,60628,34,49,"c(-87.6306661137954, 41.6970504878924)",Roseland
2017-08-15,0,0,1,6341 S may st,60621,16,68,"c(-87.6532677286139, 41.7788747381819)",Englewood
2017-08-15,0,0,0,5641 S fairfield ave,60629,15,63,"c(-87.6925089237899, 41.791139780253)",Gage Park
2017-08-15,0,0,1,11707 S lafayette ave,60628,34,53,"c(-87.6240014063989, 41.681426538224)",West Pullman
2018-07-27,0,0,0,6509 W higgins ave,60656,45,10,"c(-87.7905815590439, 41.9771652102517)",Norwood Park
2017-08-15,0,0,0,7940 S marquette ave,60617,7,46,"c(-87.5589460409132, 41.7510947822412)",South Chicago
2017-08-15,0,0,0,9551 S harvard ave,60628,21,49,"c(-87.6322996043879, 41.7206707055399)",Roseland
2018-07-27,0,0,0,7138 S constance ave,60649,7,43,"c(-87.5805749903192, 41.7651094925181)",South Shore
2017-08-16,0,0,1,7500 S peoria st,60620,17,71,"c(-87.6466530298088, 41.7576954805338)",Auburn Gresham
2017-08-16,0,0,1,5308 S damen ave,60609,16,61,"c(-87.67439963587, 41.7973322113296)",New City
2017-08-16,1,0,0,650 N laramie ave,60644,37,25,"c(-87.755466819599, 41.8913114464293)",Austin
2017-08-16,0,1,0,9148 S forest ave,60619,9,49,"c(-87.616718538566, 41.7278828956801)",Roseland
2017-08-16,0,0,0,12005 S wentworth ave,60628,9,53,"c(-87.6274071335607, 41.6760027709068)",West Pullman
2017-08-16,0,0,0,1723 N merrimac ave,60639,29,25,"c(-87.7816327710586, 41.91142847192)",Galewood
2018-07-27,0,0,0,518 E bowen ave,60653,4,38,"c(-87.6132629334833, 41.8193909763983)",Grand Boulevard
2018-07-27,0,0,1,127 N karlov ave,60624,28,26,"c(-87.7281687144987, 41.8823744883867)",Garfield Park
2018-07-27,0,0,0,4722 W jackson blvd,60644,28,25,"c(-87.7432415503568, 41.8768609893594)",Austin
2017-08-16,1,0,0,13328 S brandon ave,60633,10,55,"c(-87.5459169413654, 41.6531619354153)",Hegewisch
2017-08-16,0,0,0,8947 S union ave,60620,21,71,"c(-87.6410633809913, 41.7317293735556)",Auburn Gresham
2017-08-16,0,0,1,2720 W monroe st,60612,27,27,"c(-87.6944019264345, 41.8801837196987)",Garfield Park
2017-08-16,0,0,0,6501 S wood st,60636,15,67,"c(-87.6689975817129, 41.7757511968973)",Englewood
2017-08-16,0,0,1,11925 S princeton ave,60628,34,53,"c(-87.6298542279351, 41.6774866373108)",West Pullman
2018-07-27,0,0,0,4032 S ellis ave,60653,4,36,"c(-87.6032836648173, 41.8210966373331)",Oakland
2017-08-18,0,0,1,3615 W 64th st,60629,23,65,"c(-87.7134541253001, 41.7769723082571)",West Lawn
2017-08-18,1,0,0,8604 S ada st,60620,21,71,"c(-87.6570343138034, 41.7376287090696)",Auburn Gresham
2018-07-27,0,0,0,8034 S kimbark ave,60619,8,45,"c(-87.5929956662086, 41.7489621055336)",Avalon Park
2018-07-27,0,0,0,1716 S jefferson st,60616,11,31,"c(-87.6418930907503, 41.8585350040158)",Lower West Side
2017-08-18,0,0,0,7030 S western ave,60636,17,66,"c(-87.683278174141, 41.7659667450873)",Chicago Lawn
2017-08-18,0,0,0,9903 S ewing ave,60617,10,52,"c(-87.535277397585, 41.7157616185426)",East Side
2017-08-18,0,0,0,8133 S escanaba ave,60617,7,46,"c(-87.5540311168335, 41.7476534069842)",South Chicago
2018-07-27,0,0,0,6445 S langley ave,60637,20,42,"c(-87.6083264490387, 41.777726795113)",Woodlawn
2018-07-27,0,1,1,5422 S union ave,60609,20,61,"c(-87.6427594398337, 41.7955240508105)",New City
2017-08-17,0,0,0,11336 S state st,60628,34,49,"c(-87.622967300522, 41.6879921043316)",Roseland
2017-08-17,1,1,0,8916 S winchester ave,60620,21,71,"c(-87.6678391396257, 41.7315478203391)",Auburn Gresham
2017-08-17,0,0,0,8455 S burnham ave,60617,7,46,"c(-87.5563608743713, 41.7417639158605)",South Chicago
2017-08-17,1,0,0,8131 S manistee ave,60617,7,46,"c(-87.5576743003935, 41.747640678194)",South Chicago
2017-08-17,0,0,0,1529 S kenneth ave,60623,24,29,"c(-87.7359941114413, 41.8600032851356)",North Lawndale
2017-08-17,0,0,0,10555 S edbrooke ave,60628,9,49,"c(-87.6196570322807, 41.7024485864553)",Roseland
2018-07-28,1,0,1,159 W 74th st,60621,6,69,"c(-87.6287706815659, 41.7599830297212)",Grand Crossing
2017-08-17,0,0,0,6710 S carpenter st,60621,16,68,"c(-87.6506632232846, 41.7722017072254)",Englewood
2018-07-28,0,0,0,2017 S california ave,60608,12,30,"c(-87.6955284179566, 41.8542367722949)",Little Village
2017-08-17,0,0,0,1822 S drake ave,60623,24,29,"c(-87.7139105764317, 41.8565019366579)",North Lawndale
2017-08-17,1,0,0,5709 S ada st,60636,16,67,"c(-87.6584192163236, 41.7903086901722)",Englewood
2017-08-18,0,0,1,7340 S winchester ave,60636,17,67,"c(-87.6722026618805, 41.7604376449502)",Englewood
2017-08-18,0,0,1,11806 S lowe ave,60628,34,53,"c(-87.638391836745, 41.6795980210793)",West Pullman
2017-08-18,1,1,1,6206 S elizabeth st,60636,16,67,"c(-87.6558098551785, 41.7812963842976)",Englewood
2017-08-18,0,0,0,5640 S peoria st,60621,16,68,"c(-87.6475220662792, 41.7917164125364)",Englewood
2017-08-18,0,0,0,13154 S vernon ave,60827,9,54,"c(-87.6111403396968, 41.6562789281438)",Riverdale
2017-08-18,0,0,0,725 N lotus ave,60644,37,25,"c(-87.7620759934143, 41.893437547415)",Austin
2017-08-18,0,1,1,6023 S fairfield ave,60629,16,66,"c(-87.6923128546859, 41.7841781271947)",Chicago Lawn
2017-08-18,0,1,1,7251 S green st,60621,6,68,"c(-87.6455537701408, 41.762426386187)",Englewood
2018-07-28,0,0,0,837 E 89th st,60619,8,44,"c(-87.6037194336503, 41.7330117542709)",Chatham
2018-07-28,0,0,0,3511 W douglas blvd,60623,24,29,"c(-87.7132475719402, 41.8624218892626)",North Lawndale
2018-07-28,0,0,0,7210 S lowe ave,60621,6,68,"c(-87.6400396482926, 41.7632679966812)",Englewood
2018-07-28,1,0,1,11240 S stewart ave,60628,34,49,"c(-87.6326405469659, 41.6895968269289)",Roseland
2017-08-19,0,0,0,1740 W 66th st,60636,15,67,"c(-87.6678892641119, 41.7739641623516)",Englewood
2017-08-19,0,0,0,4443 W gladys ave,60624,28,26,"c(-87.7363813959294, 41.8760431970079)",Garfield Park
2017-08-19,0,0,1,834 W 71st st,60621,6,68,"c(-87.6456668445387, 41.7651832065312)",Englewood
2017-08-19,0,0,0,4031 W adams st,60624,28,26,"c(-87.726345380893, 41.8779699115449)",Garfield Park
2018-07-29,0,0,0,4456 N hamlin ave,60625,35,14,"c(-87.7229660916597, 41.9622413250177)",Albany Park
2017-08-19,1,1,0,7652 S union ave,60620,6,71,"c(-87.6417163011925, 41.7551633521505)",Auburn Gresham
2017-08-19,0,0,0,6945 S racine ave,60636,6,68,"c(-87.6541894020049, 41.7678652439102)",Englewood
2018-07-29,0,0,1,6201 S racine ave,60636,16,68,"c(-87.654549485112, 41.7814090065635)",Englewood
2017-08-19,1,0,0,5720 W eddy st,60634,36,15,"c(-87.7696509343741, 41.9449307557903)",Portage Park
2017-08-19,0,0,0,1226 S st louis ave,60623,24,29,"c(-87.7129581270436, 41.8655506254993)",North Lawndale
2017-08-19,0,0,0,8007 S avalon ave,60619,8,45,"c(-87.5942248214728, 41.7494451820863)",Avalon Park
2017-08-19,0,0,0,6915 S sangamon st,60621,6,68,"c(-87.6481344366096, 41.76850871125)",Englewood
2017-08-20,0,0,1,7210 S seeley ave,60636,17,67,"c(-87.6746936130349, 41.762793020132)",Englewood
2017-08-21,1,0,0,615 E 71st st,60619,6,69,"c(-87.6098461165887, 41.7658034523927)",Grand Crossing
2017-08-21,0,0,0,7823 S ada st,60620,17,71,"c(-87.6570018861528, 41.7518477563465)",Auburn Gresham
2017-08-21,0,0,0,6741 S wabash ave,60637,6,69,"c(-87.6234756755264, 41.7720608046681)",Grand Crossing
2017-08-21,0,0,0,1919 S peoria st,60608,11,31,"c(-87.6482320723452, 41.8561093675515)",Lower West Side
2017-08-21,0,0,0,2005 W edmaire st,60643,19,75,"c(-87.6716804645347, 41.6879377494851)",Morgan Park
2017-08-21,0,0,0,3444 E 117th st,60617,10,55,"c(-87.539892372898, 41.6827712256733)",Hegewisch
2017-08-21,0,0,0,10849 S edbrooke ave,60628,9,49,"c(-87.6196021269213, 41.6971944801433)",Roseland
2017-08-21,0,0,1,342 W 100th st,60628,9,49,"c(-87.6317853128511, 41.7125281836955)",Roseland
2017-08-21,0,0,0,12329 S perry ave,60628,9,53,"c(-87.6248256301492, 41.6701774139863)",West Pullman
2017-08-21,0,0,1,9802 S normal ave,60628,21,73,"c(-87.6357909648339, 41.7160437674566)",Washington Heights
2017-08-21,0,0,0,617 E 92nd st,60619,9,44,"c(-87.609029816808, 41.7274582309354)",Chatham
2017-08-21,0,0,0,7015 S winchester ave,60636,17,67,"c(-87.6723593046123, 41.7663621250041)",Englewood
2017-08-21,0,0,0,10510 S wentworth ave,60628,34,49,"c(-87.6281718738261, 41.7031738879036)",Roseland
2017-08-21,0,0,0,9228 S avalon ave,60619,8,47,"c(-87.5936951984711, 41.7271713162404)",Burnside
2017-08-21,0,0,0,3958 W jackson blvd,60624,28,26,"c(-87.7245353751976, 41.8771001333097)",Garfield Park
2017-08-21,0,0,0,4418 W van buren st,60624,28,26,"c(-87.735729538945, 41.8751384031146)",Garfield Park
2017-08-21,0,0,0,4808 S prairie ave,60615,3,38,"c(-87.6195383825452, 41.8073690672978)",Grand Boulevard
2017-08-21,0,0,0,7011 S winchester ave,60636,17,67,"c(-87.6723614848675, 41.7664354103415)",Englewood
2017-08-22,0,0,1,7240 S langley ave,60619,6,69,"c(-87.6079498623643, 41.7632743103303)",Grand Crossing
