date,is_boarded,fire,homeless,address,zip_code,ward,community_area,geometry,PRI_NEIGH
2018-11-27,0,1,1,6156 S francisco ave,60629,16,66,"c(-87.6959026992806, 41.7816935669636)",Chicago Lawn
2018-11-27,0,0,1,7639 S colfax ave,60649,7,43,"c(-87.561476471486, 41.7565198910501)",South Shore
2018-11-27,0,0,1,821 N lawndale ave,60651,27,23,"c(-87.7187673079294, 41.8958233774215)",Humboldt Park
2018-11-27,0,0,0,3947 N newland ave,60634,38,17,"c(-87.7998816565455, 41.9517598808439)",Dunning
2018-11-27,0,0,0,7822 S emerald ave,60620,17,71,"c(-87.6428685251756, 41.7524693500688)",Auburn Gresham
2018-11-27,0,0,0,11629 S lafayette ave,60628,34,53,"c(-87.6240290359461, 41.6822412877942)",West Pullman
2018-04-27,0,0,0,7222 S euclid ave,60649,5,43,"c(-87.5780855963398, 41.7636806394502)",South Shore
2018-04-27,0,0,0,8457 S morgan st,60620,21,71,"c(-87.6486057601731, 41.7404138661004)",Auburn Gresham
2018-04-27,0,0,1,9617 S peoria st,60643,21,73,"c(-87.6455819680696, 41.719004708039)",Washington Heights
2018-04-27,0,0,0,8314 S colfax ave,60617,7,46,"c(-87.5612564809885, 41.7442685380571)",South Chicago
2018-04-27,0,0,1,8034 S lafayette ave,60620,17,44,"c(-87.6257575470638, 41.7484788274465)",Chatham
2018-04-27,0,0,0,4812 S drexel blvd,60615,4,39,"c(-87.6043298908997, 41.8075177328757)",Kenwood
2018-04-27,0,0,1,322 W 106th st,60628,34,49,"c(-87.6312206741732, 41.7015992475149)",Roseland
2018-04-27,0,0,1,7736 S euclid ave,60649,8,43,"c(-87.5772721638167, 41.7545660340022)",South Shore
2018-04-27,0,0,1,4202 W 25th st,60623,22,30,"c(-87.7295020293761, 41.8460124079539)",Little Village
2018-11-28,0,0,0,2609 W lithuanian plaza ct,60629,17,66,"c(-87.68859035398, 41.7682509213247)",Chicago Lawn
2018-11-28,1,1,0,7943 S justine st,60620,21,71,"c(-87.6622016817554, 41.7494407660457)",Auburn Gresham
2018-09-20,0,0,0,8007 S maryland ave,60619,8,44,"c(-87.6039152813327, 41.7493431571094)",Chatham
2018-11-28,0,0,0,6215 N california ave,60659,50,2,"c(-87.6995250999408, 41.994249384017)",West Ridge
2018-11-28,1,0,0,7028 S merrill ave,60649,5,43,"c(-87.5726574000254, 41.7671902500002)",South Shore
2018-11-28,1,0,1,8616 S emerald ave,60620,21,71,"c(-87.642815078046, 41.7377739595822)",Auburn Gresham
2018-11-28,0,0,0,4642 W monroe st,60644,28,25,"c(-87.7415099512332, 41.8792926282268)",Austin
2018-11-28,0,0,1,8699 S burnham ave,60617,10,46,"c(-87.5562877224339, 41.7373204332954)",South Chicago
2018-11-28,0,0,0,6549 S justine st,60636,16,67,"c(-87.6628654572981, 41.774948654177)",Englewood
2018-11-28,0,0,0,6228 N livermore ave,60646,39,12,"c(-87.7665260308496, 41.9935891395174)","Sauganash,Forest Glen"
2018-11-28,0,0,1,1858 S harding ave,60623,24,29,"c(-87.7236233131565, 41.8558574462242)",North Lawndale
2018-11-28,1,0,1,10111 S eberhart ave,60628,9,49,"c(-87.6114236049651, 41.7107953213669)",Roseland
2018-04-29,0,1,0,11415 S calumet ave,60628,9,49,"c(-87.6144139804136, 41.6867784894592)",Roseland
2018-04-29,0,0,1,1845 S keeler ave,60623,24,29,"c(-87.7297591412232, 41.8560575513579)",North Lawndale
2018-11-29,1,0,0,2937 W 40th st,60632,12,58,"c(-87.6979890993718, 41.8209272332341)",Brighton Park
2018-11-29,0,0,0,6910 S kimbark ave,60637,5,69,"c(-87.5940378283949, 41.7696816979616)",Grand Crossing
2018-11-29,0,0,0,6036 S loomis blvd,60636,16,67,"c(-87.6594797302905, 41.7843360748471)",Englewood
2018-11-29,1,0,1,4652 W west end ave,60644,28,25,"c(-87.7404560286707, 41.8831856473322)",Austin
2018-06-26,0,0,1,6325 S fairfield ave,60629,17,66,"c(-87.6921635989161, 41.778656691482)",Chicago Lawn
2018-11-29,0,1,1,333 W 107th pl,60628,34,49,"c(-87.6310568776692, 41.6988665779209)",Roseland
2018-11-29,1,0,0,1419 S tripp ave,60623,24,29,"c(-87.7311638389886, 41.8620823710967)",North Lawndale
2018-11-29,0,0,0,7414 S may st,60621,17,68,"c(-87.6527548621111, 41.7594078663883)",Englewood
2018-11-29,1,0,0,2918 N hamlin ave,60618,30,21,"c(-87.722147349756, 41.9342169506796)",Avondale
2018-04-30,0,0,0,1728 E 85th pl,60617,8,45,"c(-87.5821925318109, 41.7396934885627)",Avalon Park
2018-04-30,0,0,0,8044 S woodlawn ave,60619,8,45,"c(-87.5954270193051, 41.7487478010321)",Avalon Park
2018-04-30,0,0,0,65 W 103rd st,60628,34,49,"c(-87.6253511535744, 41.7071396200854)",Roseland
2018-11-29,0,0,1,8748 S dorchester ave,NA,8,48,"c(-87.5905469894383, 41.7359647881898)",Calumet Heights
2018-11-29,0,0,0,7410 S may st,60621,17,68,"c(-87.6527560712039, 41.7594668760314)",Englewood
2018-04-30,0,0,1,6425 S honore st,60636,15,67,"c(-87.6702355702496, 41.7771132137771)",Englewood
2018-11-29,0,1,0,5437 W george st,60641,31,19,"c(-87.7627509147572, 41.9331433205021)",Belmont Cragin
2018-11-29,0,0,0,6519 S laflin st,60636,16,67,"c(-87.6616712662037, 41.7755183380547)",Englewood
2018-11-29,0,0,0,5533 S wolcott ave,60636,15,67,"c(-87.6718403012083, 41.7930930946271)",Englewood
2018-11-29,1,0,0,4412 S shields ave,60609,3,37,"c(-87.6346519048357, 41.8141201673233)",Fuller Park
2018-11-29,1,0,0,7530 S may st,60620,17,71,"c(-87.6526988200643, 41.7571149250947)",Auburn Gresham
2018-04-30,1,0,0,6741 S campbell ave,60629,17,66,"c(-87.685862040597, 41.7712315665649)",Chicago Lawn
2018-04-30,0,0,0,8013 S south chicago ave,60617,8,46,"c(-87.5827197415097, 41.7494388685337)",South Chicago
2018-04-30,0,0,0,1845 W greenleaf ave,60626,49,1,"c(-87.676953024241, 42.0101531416508)",Rogers Park
2018-04-30,0,0,0,9218 S lowe ave,60620,21,73,"c(-87.6397117562557, 41.7266577644375)",Washington Heights
2018-04-30,0,1,0,1817 S kedzie ave,60623,24,29,"c(-87.7054134533771, 41.8573378246609)",North Lawndale
2018-04-30,0,0,0,8218 S anthony ave,60617,8,45,"c(-87.5807865665873, 41.7457546293328)",Avalon Park
2018-04-30,0,0,0,7166 N ozark ave,60631,41,9,"c(-87.8199997308052, 42.0106799158164)",Edison Park
2018-04-30,0,0,0,6405 S racine ave,60636,16,68,"c(-87.6544492984174, 41.7777002294232)",Englewood
2018-11-30,0,0,1,2000 E 71st st,60649,5,43,"c(-87.5763022591413, 41.7662438319488)",South Shore
2018-11-30,0,0,0,1743 W 59th st,60636,15,67,"c(-87.6682621114838, 41.7867002087192)",Englewood
2018-11-30,1,0,1,839 N long ave,60651,37,25,"c(-87.7606757604501, 41.895933216361)",Austin
2018-11-30,0,0,0,2725 W warren blvd,60612,27,27,"c(-87.6945380698215, 41.8820102967298)",Garfield Park
2018-11-30,0,0,0,49 W 111th pl,60628,34,49,"c(-87.6244084354114, 41.6916627673333)",Roseland
2018-11-30,0,0,1,4846 W st paul ave,60639,37,25,"c(-87.7474866000623, 41.9123539079402)",Austin
2018-11-30,0,0,0,28 E 118th st,60628,9,53,"c(-87.6221245988418, 41.6798581783057)",West Pullman
2018-11-30,1,1,1,9105 S wentworth ave,60620,21,49,"c(-87.6288563114714, 41.7288755273232)",Roseland
2018-11-30,0,0,1,6216 S elizabeth st,60636,16,67,"c(-87.6558022497942, 41.7811132952117)",Englewood
2018-05-01,0,0,1,9438 S justine st,60620,21,73,"c(-87.6614890452941, 41.7223526044136)",Washington Heights
2018-05-01,0,0,0,5653 S paulina st,60636,16,67,"c(-87.6669427491555, 41.7912064027838)",Englewood
2018-05-01,0,0,1,4722 S indiana ave,60615,3,38,"c(-87.6212019699865, 41.8089068961628)",Grand Boulevard
2018-05-01,1,0,0,8043 S peoria st,60620,21,71,"c(-87.6463920065377, 41.7479910970693)",Auburn Gresham
2018-05-01,0,0,0,6339 S elizabeth st,60636,16,67,"c(-87.6557122582102, 41.7788762099688)",Englewood
2018-05-01,0,0,0,3713 E 106th st,60617,10,52,"c(-87.5335719462263, 41.7027248904671)",East Side
2018-05-01,0,0,0,1912 S sawyer ave,60623,24,29,"c(-87.706570040131, 41.855187159638)",North Lawndale
2018-05-01,0,0,0,6628 S carpenter st,60621,6,68,"c(-87.6507028525987, 41.7736903066587)",Englewood
2018-12-01,1,0,0,11745 S la salle st,60628,34,53,"c(-87.6263784659649, 41.6807939498695)",West Pullman
2018-12-01,0,0,1,7128 S champlain ave,60619,6,69,"c(-87.6092120961311, 41.7652981383889)",Grand Crossing
2018-12-01,0,0,1,7132 S champlain ave,60619,6,69,"c(-87.6092103604793, 41.7652243058937)",Grand Crossing
2018-12-01,0,0,0,6832 S loomis blvd,60636,17,67,"c(-87.6590980873726, 41.7698536209469)",Englewood
2018-12-01,0,0,0,536 E 92nd pl,60619,9,44,"c(-87.6101625390114, 41.7265280839724)",Chatham
2018-12-01,0,0,1,8219 S marquette ave,60617,7,46,"c(-87.5588574591493, 41.7460274032626)",South Chicago
2018-12-01,0,0,1,5240 S honore st,60609,16,61,"c(-87.6707911802063, 41.7987166273955)",New City
2018-12-01,1,0,0,4247 W west end ave,60624,28,26,"c(-87.7318184385051, 41.8832905570251)",Garfield Park
2018-12-02,0,0,0,2219 S kedvale ave,60623,22,29,"c(-87.7279723332468, 41.8509128168987)",North Lawndale
2018-12-02,0,0,0,108 W 113th pl,60628,34,49,"c(-87.6258559387163, 41.6880099487379)",Roseland
2018-12-02,0,0,0,3329 W van buren st,60624,28,27,"c(-87.7096201547331, 41.8754653313134)",Garfield Park
2018-12-02,0,0,1,4626 W adams st,60644,28,25,"c(-87.7411067086091, 41.8780915310427)",Austin
2018-12-02,0,0,1,7115 S homan ave,60629,17,66,"c(-87.707688101484, 41.763867610826)",Chicago Lawn
2018-05-02,0,0,1,958 W 36th st,60609,11,60,"c(-87.6497073887412, 41.8286266413699)",Bridgeport
2018-05-02,0,0,0,435 E 88th pl,60619,9,44,"c(-87.6135975903351, 41.7337760456552)",Chatham
2018-05-02,1,0,0,1443 E 65th st,60637,20,42,"c(-87.5895807438564, 41.7769397992258)",Woodlawn
2018-05-02,0,0,0,7700 S racine ave,60620,17,71,"c(-87.6538342063794, 41.7541366662774)",Auburn Gresham
2018-05-02,0,0,0,6323 S honore st,60636,15,67,"c(-87.6702758262814, 41.7789498229013)",Englewood
2018-05-02,0,0,0,8944 S dauphin ave,60619,8,44,"c(-87.6022641288678, 41.7319519634358)",Chatham
2018-05-02,0,0,0,5930 S dr martin luther king jr dr,60637,20,40,"c(-87.6157893078719, 41.7869699342406)",Washington Park
2018-05-02,0,0,0,4650 S racine ave,60609,20,61,"c(-87.6551993869144, 41.8105614687855)",New City
2018-05-02,0,0,0,4636 S marshfield ave,60609,15,61,"c(-87.6662195718732, 41.8097460383799)",New City
2018-05-02,0,0,1,629 N lawndale ave,60624,27,23,"c(-87.7186611048739, 41.8923025113293)",Humboldt Park
2018-05-02,0,0,1,4545 S hermitage ave,60609,15,61,"c(-87.6686910509357, 41.811381162346)",New City
2018-05-02,0,0,0,6323 S wood st,60636,15,67,"c(-87.6690714310642, 41.7789663142872)",Englewood
2018-05-02,0,0,0,3301 S ashland ave,60608,12,59,"c(-87.6656520081363, 41.8341543214883)",Mckinley Park
2018-05-02,1,0,0,6801 S ada st,60636,17,67,"c(-87.6579020701739, 41.7704433337601)",Englewood
2018-05-03,0,0,0,7626 S peoria st,60620,17,71,"c(-87.6465956929487, 41.7555885190214)",Auburn Gresham
2018-05-03,0,0,0,7954 S constance ave,60617,8,46,"c(-87.5800301026365, 41.7505644413538)",South Chicago
2018-05-03,0,0,0,5839 S indiana ave,60637,20,40,"c(-87.6206865295903, 41.7885505401461)",Washington Park
2018-05-03,1,0,0,5754 S honore st,60636,15,67,"c(-87.670528856143, 41.7893226370458)",Englewood
2018-05-03,1,1,0,7200 S may st,60621,6,68,"c(-87.6528560788557, 41.7632564514363)",Englewood
2018-12-03,0,0,1,7642 S dr martin luther king jr dr,60619,6,69,"c(-87.6150645545361, 41.755811953498)",Grand Crossing
2018-12-03,0,0,1,3928 W fillmore st,60624,24,29,"c(-87.723485393299, 41.8680119002002)",North Lawndale
2018-12-03,0,0,0,12023 S princeton ave,60628,34,53,"c(-87.629803723446, 41.6757052107077)",West Pullman
2018-12-03,0,0,1,1434 S harding ave,60623,24,29,"c(-87.7238310120964, 41.8619060355237)",North Lawndale
2018-12-03,0,0,0,6550 S wolcott ave,60636,15,67,"c(-87.6713987505361, 41.775737796064)",Englewood
2018-12-03,0,0,0,7200 S morgan st,60621,6,68,"c(-87.6492189301834, 41.7633091961401)",Englewood
2018-12-03,0,0,1,4117 S albany ave,60632,15,58,"c(-87.7019135951242, 41.8185080541432)",Brighton Park
2018-12-03,1,1,0,7913 S woodlawn ave,NA,8,45,"c(-87.5954806829788, 41.7509746599597)",Avalon Park
2018-12-03,0,0,0,727 E 61st st,60637,20,42,"c(-87.6074224125694, 41.7840302853699)",Woodlawn
2018-12-03,1,1,0,10749 S edbrooke ave,60628,9,49,"c(-87.6196526461043, 41.6989014737347)",Roseland
2018-12-03,0,0,1,135 W 112th st,60628,34,49,"c(-87.6265072721288, 41.6907308389515)",Roseland
2018-12-03,0,0,0,53 E 103rd pl,60628,9,49,"c(-87.6217166424345, 41.7062853693067)",Roseland
2018-12-03,0,0,0,11336 S state st,60628,34,49,"c(-87.622967300522, 41.6879921043316)",Roseland
2018-05-03,0,0,1,7741 S bennett ave,60649,8,43,"c(-87.578492184538, 41.7544596673025)",South Shore
2018-05-03,0,0,1,6920 S michigan ave,60637,6,69,"c(-87.6217806569823, 41.7688488588505)",Grand Crossing
2018-05-03,0,0,0,3714 N bell ave,60618,47,5,"c(-87.6846779951809, 41.9488638106536)",North Center
2018-05-03,0,0,0,7844 S emerald ave,60620,17,71,"c(-87.6428342751451, 41.7511051700897)",Auburn Gresham
2018-12-04,1,1,0,7438 S phillips ave,60649,7,43,"c(-87.5647768384744, 41.7597893101899)",South Shore
2018-12-04,0,0,1,7200 S campbell ave,60629,18,66,"c(-87.6856376131274, 41.7628335509708)",Chicago Lawn
2018-12-04,0,0,1,6446 S bell ave,60636,16,66,"c(-87.6797875628066, 41.7766015438052)",Chicago Lawn
2018-12-04,1,0,0,6522 S ashland ave,60636,15,67,"c(-87.6641099128342, 41.775428592271)",Englewood
2018-12-04,0,1,0,4630 S evans ave,60653,4,38,"c(-87.607836489846, 41.8107835288787)",Grand Boulevard
2018-12-04,0,0,1,8951 S union ave,60620,21,71,"c(-87.6410613216723, 41.7316583370873)",Auburn Gresham
2018-12-04,0,1,0,1844 N winchester ave,60622,32,22,"c(-87.6763438475074, 41.9149714450282)",Bucktown
2018-12-04,0,1,0,6049 S kildare ave,60629,13,65,"c(-87.7302176950947, 41.7831368360423)",West Lawn
2018-12-04,0,0,0,11592 S michigan ave,60628,9,53,"c(-87.620663571127, 41.6827198408447)",West Pullman
2018-12-04,0,0,1,11713 S morgan st,60643,34,53,"c(-87.6468885066596, 41.681143785119)",West Pullman
2018-12-04,0,0,1,12709 S union ave,60628,9,53,"c(-87.6390029641515, 41.6630177998596)",West Pullman
2018-12-09,0,0,0,4907 W berteau ave,60641,45,15,"c(-87.7503950124525, 41.9570343602752)",Portage Park
2018-05-03,0,1,1,8438 S gilbert ct,60620,21,71,"c(-87.6422111705756, 41.7399038078707)",Auburn Gresham
2018-05-03,0,0,1,4211 W lawrence ave,60630,39,14,"c(-87.7334355643697, 41.9681813182419)",Albany Park
2018-05-03,0,0,1,7318 S aberdeen st,60621,17,68,"c(-87.6515875628362, 41.7611225350007)",Englewood
2018-05-03,0,0,0,8233 S brandon ave,60617,7,46,"c(-87.5467124249112, 41.7459304145117)",South Chicago
2018-05-03,0,0,0,3607 W 60th pl,60629,23,65,"c(-87.7134510715937, 41.7833550470321)",West Lawn
2018-12-05,0,0,1,7401 S dobson ave,60619,8,69,"c(-87.5993112416844, 41.7591660000518)",Grand Crossing
2018-12-05,0,0,0,5006 S elizabeth st,60609,20,61,"c(-87.656318209159, 41.8031439872564)",New City
2018-05-03,0,0,0,2101 E 79th st,60649,8,46,"c(-87.5735039465847, 41.7516382059714)",South Shore
2018-12-05,0,0,0,7820 S rhodes ave,60619,6,69,"c(-87.6113288915726, 41.752634882167)",Grand Crossing
2018-05-03,0,0,0,7859 S coles ave,60649,7,43,"c(-87.5514466925208, 41.7531216777853)",South Shore
2018-05-03,0,0,0,5301 S bishop st,60609,20,61,"c(-87.6610369649013, 41.7977065997393)",New City
2018-05-03,0,0,0,4501 N winchester ave,60640,47,4,"c(-87.6775420889648, 41.9633270167949)",Lincoln Square
2018-05-03,0,0,1,618 S kedvale ave,60624,24,26,"c(-87.7290780526407, 41.8728492808053)",Garfield Park
2018-05-03,0,0,0,5341 S wood st,60609,16,61,"c(-87.6695237871387, 41.7968814580935)",New City
2018-05-03,0,0,0,7941 S oglesby ave,60617,7,46,"c(-87.567438822519, 41.7509621801177)",South Chicago
2018-12-05,0,0,0,4711 W warwick ave,60641,30,15,"c(-87.7448967151271, 41.9488859754047)",Portage Park
2018-12-05,1,0,0,10706 S langley ave,60628,9,50,"c(-87.6062339579682, 41.6999649755875)",Pullman
2018-12-05,0,0,0,2015 W 70th st,60636,17,67,"c(-87.6739489837606, 41.7666194632498)",Englewood
2018-12-05,0,0,0,7705 S halsted st,60620,17,71,"c(-87.6441344582007, 41.7541809354505)",Auburn Gresham
2018-12-05,0,0,0,9438 S justine st,60620,21,73,"c(-87.6614890452941, 41.7223526044136)",Washington Heights
2018-12-05,0,0,1,2622 W 24th st,60608,12,30,"c(-87.6909800869387, 41.8483271002274)",Little Village
2018-12-05,0,0,0,5632 S honore st,60636,15,67,"c(-87.6705870235941, 41.7915503320959)",Englewood
2018-12-05,0,0,0,4055 W maypole ave,60624,28,26,"c(-87.7274815494685, 41.884658458496)",Garfield Park
2018-12-05,0,0,1,5345 S rockwell st,60632,14,63,"c(-87.6889984131566, 41.7965882152899)",Gage Park
2018-12-05,0,0,1,528 E 92nd pl,60619,9,44,"c(-87.6102567013897, 41.7265267555318)",Chatham
2018-12-05,0,0,0,4655 W arthington st,60644,24,25,"c(-87.7414031110122, 41.8695875776682)",Austin
2018-12-05,0,0,0,2901 S quinn st,60608,11,60,"c(-87.6505738700165, 41.8408985149065)",Bridgeport
2018-12-08,0,0,0,324 S mozart st,60612,27,27,"c(-87.6974057783704, 41.8770690073822)",Garfield Park
2018-12-08,0,0,1,7755 S halsted st,60620,17,71,"c(-87.6441103319641, 41.7532627845997)",Auburn Gresham
2018-12-08,1,0,0,836 N washtenaw ave,60622,26,24,"c(-87.6942622665975, 41.8966890456011)",Humboldt Park
2018-12-08,0,0,1,7318 S langley ave,60619,6,69,"c(-87.6079195413545, 41.7618557948069)",Grand Crossing
2018-05-04,1,0,0,5635 S hamilton ave,60636,15,67,"c(-87.677871613068, 41.7914083994041)",Englewood
2018-05-04,0,0,0,4712 W pensacola ave,60641,45,15,"c(-87.7462833393203, 41.9598233197425)",Portage Park
2018-05-04,0,1,1,5936 S winchester ave,60636,16,67,"c(-87.6728704756497, 41.7859794874753)",Englewood
2018-05-04,0,0,0,8754 S saginaw ave,60617,7,46,"c(-87.559708688437, 41.7362817742017)",South Chicago
2018-05-04,0,0,0,2713 W division st,60622,26,24,"c(-87.6947393378726, 41.9029447122809)",Humboldt Park
2018-05-04,1,0,1,7116 S prairie ave,60619,6,69,"c(-87.6184708534542, 41.7653504108009)",Grand Crossing
2018-05-04,0,0,0,4642 N western ave,60625,47,4,"c(-87.6888213960491, 41.9659150939079)",Lincoln Square
2018-05-04,0,0,0,1805 W 69th st,60636,17,67,"c(-87.6689691564392, 41.7684939229144)",Englewood
2018-05-04,0,0,0,2918 N hamlin ave,60618,30,21,"c(-87.722147349756, 41.9342169506796)",Avondale
2018-05-04,0,0,0,2908 W adams st,60612,27,27,"c(-87.6988647893009, 41.8783106848136)",Garfield Park
2018-05-04,0,0,0,8723 S carpenter st,60620,21,71,"c(-87.6496929371923, 41.7355622406139)",Auburn Gresham
2018-05-04,0,1,1,7153 S champlain ave,60619,6,69,"c(-87.6092008044541, 41.7648378028528)",Grand Crossing
2018-05-04,1,0,0,10059 S st lawrence ave,60628,9,49,"c(-87.6090112876469, 41.7115658667462)",Roseland
2018-12-06,0,1,0,322 S kostner ave,60624,28,26,"c(-87.7353260862005, 41.8763206389682)",Garfield Park
2018-12-06,1,0,1,7832 S union ave,60620,6,71,"c(-87.6416238129013, 41.7515166546702)",Auburn Gresham
2018-12-06,0,0,1,7915 S emerald ave,60620,17,71,"c(-87.6428134475005, 41.7503846234524)",Auburn Gresham
2018-05-05,0,0,1,4418 W van buren st,60624,28,26,"c(-87.735729538945, 41.8751384031146)",Garfield Park
2018-05-05,0,0,0,8455 S dr martin luther king jr dr,60619,6,44,"c(-87.6146468131952, 41.7409683672483)",Chatham
2018-05-05,0,1,0,5725 S indiana ave,60637,20,40,"c(-87.6207413868823, 41.7906315253695)",Washington Park
2018-05-05,0,0,1,6232 S artesian ave,60629,16,66,"c(-87.684895365949, 41.7804770475939)",Chicago Lawn
2018-12-06,0,0,0,840 N leamington ave,60651,37,25,"c(-87.7543955398117, 41.8956824384912)",Austin
2018-12-06,0,0,1,108 N waller ave,60644,29,25,"c(-87.768197434401, 41.8823531779083)",Austin
2018-12-06,0,0,0,3318 W monroe st,60624,28,27,"c(-87.7089172368993, 41.8796199966073)",Garfield Park
2018-12-06,0,0,1,8702 S marquette ave,60617,7,46,"c(-87.5583539884283, 41.7372592336216)",South Chicago
2018-12-06,0,0,0,10657 S wentworth ave,60628,34,49,"c(-87.6281016822261, 41.7003844244321)",Roseland
2018-12-06,1,0,1,7822 S union ave,60620,6,71,"c(-87.6416314013769, 41.7518206177183)",Auburn Gresham
2018-12-06,0,0,1,7941 S union ave,60620,17,71,"c(-87.6415805446439, 41.7499240891818)",Auburn Gresham
2018-05-06,0,0,1,7241 S albany ave,60629,18,66,"c(-87.7002947035134, 41.761841225724)",Chicago Lawn
2018-05-06,0,0,1,12043 S indiana ave,60628,9,53,"c(-87.6177363210556, 41.6752379587441)",West Pullman
2018-05-06,0,0,1,617 W 123rd st,60628,34,53,"c(-87.6376172292638, 41.6705801430967)",West Pullman
2018-12-09,0,0,0,1339 S keeler ave,60623,24,29,"c(-87.7299847035181, 41.8635559302094)",North Lawndale
2018-12-09,0,0,1,8435 S marshfield ave,60620,21,71,"c(-87.664405035395, 41.7405912918902)",Auburn Gresham
2018-12-09,0,0,0,1014 S independence blvd,60624,24,29,"c(-87.7195966448556, 41.868577407623)",North Lawndale
2018-05-07,0,0,1,4244 W haddon ave,60651,37,23,"c(-87.732290601398, 41.9016621208236)",Humboldt Park
2018-12-09,0,0,1,825 N lawndale ave,60651,27,23,"c(-87.718769541114, 41.8958969350287)",Humboldt Park
2018-05-07,0,0,1,10728 S la salle st,60628,34,49,"c(-87.6268772884428, 41.6993125885059)",Roseland
2018-12-09,0,0,0,4843 S champlain ave,60615,4,38,"c(-87.610144666546, 41.8068707696456)",Grand Boulevard
2018-12-06,0,0,1,7815 S emerald ave,60620,6,71,"c(-87.6428570165719, 41.7520043957782)",Auburn Gresham
2018-12-06,0,0,0,710 N long ave,60644,37,25,"c(-87.76057766069, 41.8931541529147)",Austin
2018-12-06,0,0,1,5032 S seeley ave,60609,15,61,"c(-87.6757525932061, 41.8024520044359)",New City
2018-12-06,0,0,0,3435 W 71st st,60629,17,66,"c(-87.7085680529412, 41.7642961196143)",Chicago Lawn
2018-12-06,0,0,0,540 N leamington ave,60644,37,25,"c(-87.7542020306055, 41.890125815808)",Austin
2018-11-30,0,0,0,2439 W 24th st,60608,25,31,"c(-87.6864246552541, 41.8483870226904)",Lower West Side
2018-12-06,0,0,1,7936 S union ave,60620,17,71,"c(-87.6415832191705, 41.7500163139379)",Auburn Gresham
2018-12-06,0,0,1,7936 S lowe ave,60620,17,71,"c(-87.6403589958828, 41.7500315288888)",Auburn Gresham
2018-12-06,0,0,0,2137 W erie st,60612,26,24,"c(-87.6803393272973, 41.8931241898525)",West Town
2018-12-06,1,0,1,4044 W fifth ave,60624,24,26,"c(-87.7264875950705, 41.872694943027)",Garfield Park
2018-12-06,0,0,0,4733 W gladys ave,60644,28,25,"c(-87.7434772419233, 41.8759379517206)",Austin
2018-12-07,0,0,0,6432 S hoyne ave,60636,16,67,"c(-87.6762799601199, 41.7769035502778)",Englewood
2018-12-07,0,1,1,6327 S ada st,60636,16,67,"c(-87.6581527622794, 41.7790625740412)",Englewood
2018-12-07,0,0,0,4410 S shields ave,60609,3,37,"c(-87.6346534913187, 41.8141767090256)",Fuller Park
2018-12-07,0,0,1,1128 N springfield ave,60651,37,23,"c(-87.7238256609216, 41.9013841349208)",Humboldt Park
2018-12-07,0,0,0,8551 S saginaw ave,60617,7,46,"c(-87.5599750251656, 41.739971977073)",South Chicago
2018-05-07,0,0,0,9243 S blackstone ave,60619,8,48,"c(-87.5879021507571, 41.7269966361382)",Calumet Heights
2018-12-07,0,0,1,5520 W quincy st,60644,29,25,"c(-87.7623378481137, 41.8774708005164)",Austin
2018-05-07,0,0,0,8135 S east end ave,NA,8,45,"c(-87.5829728951897, 41.7470099929964)",Avalon Park
2018-05-07,0,1,0,5729 S indiana ave,60637,20,40,"c(-87.620739634686, 41.7905579676736)",Washington Park
2018-05-07,1,0,0,7440 S champlain ave,60619,6,69,"c(-87.6090760932291, 41.7596060206496)",Grand Crossing
2018-05-07,0,0,1,6718 S evans ave,60637,20,42,"c(-87.6070155918892, 41.7727880784335)",Woodlawn
2018-05-07,0,0,0,7717 S saginaw ave,60649,7,43,"c(-87.5599783974143, 41.7551288364962)",South Shore
2018-05-07,0,0,0,1513 E 93rd st,60619,8,48,"c(-87.5877610964525, 41.7259724154044)",Calumet Heights
2018-05-07,0,0,0,7202 S hermitage ave,60636,17,67,"c(-87.6674083872875, 41.7630138699827)",Englewood
2018-05-07,0,0,1,5210 W washington blvd,60644,28,25,"c(-87.7555085074458, 41.8823609389712)",Austin
2018-05-07,0,0,0,9331 S harper ave,60619,8,48,"c(-87.5866558870024, 41.7254021381393)",Calumet Heights
2018-05-07,1,0,0,5131 S loomis blvd,60609,20,61,"c(-87.6599038647433, 41.8008129095867)",New City
2018-05-07,0,1,0,4727 W gladys ave,60644,28,25,"c(-87.743329235172, 41.8759413078118)",Austin
2018-12-10,0,0,0,10110 S morgan st,60643,34,73,"c(-87.6477861083983, 41.7103222357872)",Washington Heights
2018-12-10,0,0,0,3347 W gladys ave,60624,28,27,"c(-87.709914209784, 41.8762023260424)",Garfield Park
2018-12-10,0,0,0,8009 S francisco ave,60652,18,70,"c(-87.6950132056035, 41.7479288405832)",Ashburn
2018-12-10,0,0,0,3026 W lyndale st,60647,32,22,"c(-87.7028756237341, 41.9223785795328)",Logan Square
2018-12-10,0,0,1,6045 S throop st,60636,16,67,"c(-87.657047956477, 41.7842044378161)",Englewood
2018-12-10,0,0,0,5005 W pensacola ave,60641,45,15,"c(-87.7521009316617, 41.9597541939928)",Portage Park
2018-12-10,1,0,0,1500 W 71st st,60636,17,67,"c(-87.6613907854113, 41.7649428719854)",Englewood
2018-12-10,0,0,0,7222 S sangamon st,60621,6,68,"c(-87.6479933821267, 41.7629237751056)",Englewood
2018-12-10,0,0,0,7941 S escanaba ave,60617,7,46,"c(-87.5540741971113, 41.7511424666315)",South Chicago
