date,is_boarded,fire,homeless,address,zip_code,ward,community_area,latitude,longitude
2017-08-04,0,0,0,1231 N harding ave,60651,37,23,41.90323603845399,-87.72510020858748
2017-08-04,0,0,0,5942 S peoria st,60621,16,68,41.78621654738613,-87.6473828702868
2017-08-04,0,0,1,6440 S seeley ave,60636,16,67,41.7767719172303,-87.6750561873273
2017-08-04,0,0,1,6428 S paulina st,60636,15,67,41.777023423324366,-87.66662330315884
2017-08-04,1,0,0,9015 S houston ave,60617,10,46,41.73164067814702,-87.54990594503731
2017-08-04,0,0,0,10917 S buffalo ave,60617,10,52,41.69701459847979,-87.54378322549623
2017-08-04,0,1,0,9156 S greenwood ave,60619,8,47,41.7284285882478,-87.59735715836545
2017-08-04,0,0,1,3507 W carroll ave,60624,28,27,41.88742247754093,-87.71380962398759
2017-08-04,0,0,0,3156 S may st,60608,11,60,41.83669912204944,-87.65476828894451
2017-08-04,0,0,1,754 W 73rd st,60621,6,68,41.761577691780595,-87.64338825335847
2017-08-04,0,0,0,12755 S emerald ave,60628,34,53,41.6620170755436,-87.64018193164107
2017-08-04,0,0,0,4430 W roosevelt rd,60624,24,29,41.86602192553678,-87.73570387853914
2017-08-04,0,0,0,2146 S millard ave,60623,24,29,41.852917560759145,-87.71625521616049
2017-07-24,0,0,0,4738 W monroe st,60644,28,25,41.87926705085061,-87.74372282457169
2017-08-05,0,0,0,9223 S halsted st,60620,21,73,41.72651328398734,-87.64335084949836
2017-08-05,0,0,1,830 E 89th st,60619,8,44,41.73300968010835,-87.60391143468317
2017-08-05,0,0,1,6533 S whipple st,60629,17,66,41.77477436724595,-87.69937184482787
2017-08-05,0,0,1,11403 S racine ave,60643,34,75,41.686610268123545,-87.65193066818334
2017-08-05,0,0,1,8715 S constance ave,60617,8,48,41.736728177896026,-87.5793548953131
2017-08-05,1,0,0,7237 S winchester ave,60636,17,67,41.76231885307183,-87.67225134580235
2017-08-05,0,0,1,6616 S langley ave,60637,20,42,41.77462418667069,-87.60825527590674
2017-08-06,0,0,0,11820 S sangamon st,60643,34,53,41.67921343958077,-87.64561086165799
2017-08-06,0,0,1,6650 S rockwell st,60629,17,66,41.77370810526281,-87.68837810354354
2017-08-06,0,0,0,8527 S drexel ave,60619,8,44,41.739826443547926,-87.6024844594863
2017-08-06,0,0,1,5656 S hoyne ave,60636,15,67,41.79103521097167,-87.67665383465041
2018-07-24,1,0,1,5210 S luna ave,60638,14,56,41.79796853945327,-87.76123394182258
2017-08-07,0,0,1,5210 S laflin st,60609,20,61,41.79934525168456,-87.66229476489598
2017-08-07,0,0,0,5046 W fulton st,60644,28,25,41.88568469809925,-87.75150272795537
2018-07-24,0,0,1,1455 S tripp ave,60623,24,29,41.86141906815229,-87.73114435863366
2017-08-07,0,0,0,442 W 129th pl,60628,9,53,41.658195409059715,-87.63299007084149
2017-08-07,0,1,0,10736 S prairie ave,60628,9,49,41.69915065624273,-87.61719772851828
2017-08-07,0,0,0,1710 N karlov ave,60639,26,23,41.911864653801636,-87.72883728532773
2017-08-07,0,0,0,7324 S constance ave,60649,8,43,41.762027090798995,-87.58050110387089
2017-08-07,0,0,1,2101 W 67th pl,60636,16,67,41.771138087124505,-87.67616732762664
2017-08-07,1,0,0,7724 S crandon ave,60649,7,43,41.754890692467534,-87.56873238693376
2017-08-07,0,1,0,5816 S trumbull ave,60629,23,63,41.787674948952066,-87.7095172254218
2018-07-24,0,0,0,3958 W cermak rd,60623,24,29,41.851558412767446,-87.72396261473024
2017-08-07,0,0,0,2636 E 79th st,60649,7,43,41.751815380914685,-87.5599726741529
2017-08-07,1,1,0,1243 N springfield ave,60651,26,23,41.90363301872827,-87.72389486099915
2017-08-07,1,0,1,1710 W waseca pl,60643,34,75,41.689057409976904,-87.66463496131065
2017-08-07,0,1,1,5136 S aberdeen st,60609,20,61,41.800816606182906,-87.65261344209004
2017-08-07,0,0,1,1042 N avers ave,60651,37,23,41.89982667252495,-87.72255504587757
2017-08-07,0,0,0,531 W 44th st,60609,11,61,41.81446073359752,-87.63945029786649
2017-08-07,0,0,0,9103 S wentworth ave,60620,21,49,41.7289125820679,-87.6288573720145
2017-08-07,0,0,0,9110 S indiana ave,60619,9,49,41.728935018542956,-87.6191718068133
2017-08-07,0,0,0,10749 S edbrooke ave,60628,9,49,41.69890147373471,-87.61965264610433
2018-07-24,0,0,1,536 W 104th st,60628,34,49,41.70517284631384,-87.63683679950066
2017-08-07,0,0,1,8626 S manistee ave,60617,7,46,41.73864473513895,-87.55752816019702
2018-07-24,1,0,1,1752 E 73rd st,60649,7,43,41.762453484208294,-87.58197204099909
2017-08-07,1,0,0,5410 S paulina st,60609,16,61,41.7956407315585,-87.66705906494204
2018-07-24,1,1,0,5041 S ada st,60609,20,61,41.802467294101305,-87.6587314958163
2017-08-07,0,0,0,9953 S avenue h ,60617,10,52,41.714826776638176,-87.53286001139556
2017-08-07,0,0,0,4938 S shields ave,60609,3,37,41.80474350228161,-87.6344476723166
2017-08-07,0,0,0,6100 S bishop st,60636,16,67,41.78316038139572,-87.66066052404555
2017-08-07,0,0,0,5147 S damen ave,60609,16,61,41.799874527011255,-87.67447565130396
2018-07-24,0,0,0,4324 W 21st st,60623,24,29,41.853388122597025,-87.73271465166636
2018-07-24,0,0,1,5051 W gladys ave,60644,29,25,41.87580000640788,-87.7513785209209
2017-08-08,0,0,0,4519 S laflin st,60609,15,61,41.811799787883544,-87.66262396773226
2018-07-24,0,0,0,1163 N howe st,60610,27,8,41.90299760666132,-87.64445678366992
2017-08-08,0,0,0,5918 S winchester ave,60636,16,67,41.786310775415316,-87.67287954234787
2018-07-24,0,1,0,4036 W wilcox st,60624,28,26,41.878858610881636,-87.72649851537143
2017-08-08,0,0,0,416 E 87th pl,60619,9,44,41.735604365827506,-87.61410943694739
2018-07-24,0,0,0,313 W 59th st,60621,20,68,41.787215975139,-87.63329575486765
2017-08-08,0,0,1,6236 S ada st,60636,16,67,41.78066545790263,-87.65822043083529
2017-08-08,0,0,0,8000 S ingleside ave,60619,8,44,41.749496990487295,-87.60149736274629
2017-08-08,0,0,0,5157 S laflin st,60609,20,61,41.80022925368015,-87.66231800608371
2017-08-08,0,0,0,518 N drake ave,60624,27,23,41.89050525674333,-87.71494351970097
2018-07-24,0,0,1,7954 S marshfield ave,60620,21,71,41.74925847853752,-87.66462370770958
2017-08-08,0,0,0,7807 S carpenter st,60620,17,71,41.75224306119693,-87.65014772447594
2018-07-24,0,0,1,1140 W 63rd st,60621,16,68,41.77962545394309,-87.65343248191238
2017-08-08,0,0,0,5602 S perry ave,60621,3,40,41.792667559874445,-87.6277590979985
2018-07-24,1,0,1,5353 S emerald ave,60609,20,61,41.79699383637401,-87.64400926189096
2018-07-24,0,0,1,5022 S carpenter st,60609,20,61,41.802916570982,-87.65145209002408
2017-08-09,0,0,1,3251 S oakley ave,60608,25,59,41.83457984920237,-87.68290292549476
2017-08-09,0,0,0,3541 N osceola ave,60634,38,17,41.944078832032986,-87.81307677506155
2017-08-09,0,0,1,11115 S eggleston ave,60628,34,49,41.692182129302154,-87.6339316432056
2017-08-09,0,0,0,145 E 111th st,60628,9,49,41.6926341406351,-87.61934894194185
2017-08-09,0,0,1,9043 S union ave,60620,21,71,41.72968237402257,-87.64101110411532
2017-08-09,0,0,0,11 E 102nd st,60628,9,49,41.70899070969482,-87.62318836755922
2017-08-09,0,0,1,8420 S burnham ave,60617,7,46,41.74240626797685,-87.5563706154478
2017-08-09,0,0,1,6610 S evans ave,60637,20,42,41.774754775751,-87.60705955447865
2017-08-09,0,0,0,13336 S carondolet ave,60633,10,55,41.653020633708636,-87.54957440765138
2017-08-09,0,0,1,5943 S wood st,60636,15,67,41.78589806980049,-87.66922523261977
2017-08-09,0,0,0,7949 S south shore dr,60617,7,46,41.75107690178087,-87.54808427728453
2017-08-09,0,0,0,6833 S champlain ave,60637,20,42,41.77065530879768,-87.60935215249862
2017-08-09,0,0,0,1733 W 100th pl,60643,19,72,41.71116856894716,-87.66570412438624
2017-08-09,0,0,1,5623 S winchester ave,60636,15,67,41.79159801616267,-87.67301734655062
2017-08-10,1,0,0,341 E 134th st,60827,9,54,41.651833363486496,-87.61406058284044
2017-08-10,0,1,1,840 W 53rd pl,60609,20,61,41.796914567301364,-87.64621904974118
2017-08-10,0,0,0,7353 S hoyne ave,60636,17,67,41.76017221124201,-87.6758319561386
2017-08-10,0,0,0,10428 S sangamon st,60643,34,73,41.7045482334106,-87.6464088897952
2018-07-25,1,0,1,3901 W monroe st,60624,28,26,41.87979251409984,-87.72321941648198
2017-08-10,0,0,0,10522 S maryland ave,60628,9,50,41.70342312937076,-87.6026904931266
2017-08-10,0,0,1,8001 S houston ave,60617,7,46,41.75009566582816,-87.55044229412594
2017-08-10,1,0,0,11814 S princeton ave,60628,34,53,41.67950653029251,-87.6299120138067
2017-08-10,0,0,1,13513 S burley ave,60633,10,55,41.649784750457975,-87.5447337050749
2017-08-10,0,0,0,7239 S winchester ave,60636,17,67,41.76228207317003,-87.67225025718473
2017-08-10,0,0,0,12020 S perry ave,60628,9,53,41.675587501312265,-87.6250095974082
2017-08-10,0,0,1,1407 E 72nd st,60619,8,43,41.76419729840858,-87.5907726312831
2017-08-10,0,0,0,300 W 104th st,60628,34,49,41.705250175856,-87.63064507836575
2017-08-10,1,0,0,819 E drexel square dr,60615,5,41,41.80138662528007,-87.60591292549321
2018-07-25,1,0,0,638 E 92nd pl,60619,9,44,41.72655494468423,-87.60849490877841
2018-07-25,1,1,0,1209 E 93rd st,60619,8,47,41.725852603592195,-87.59452352761267
2018-07-25,0,0,1,901 N cicero ave,60651,37,25,41.896888135995,-87.74585404342187
2018-07-25,1,1,1,2050 W 18th pl,60608,25,31,41.85674725041022,-87.67596986318064
2018-07-25,1,0,0,7012 S may st,60621,6,68,41.76667215716406,-87.65294372354641
2018-07-25,0,1,1,6056 S winchester ave,60636,16,67,41.78378984716436,-87.67281060206554
2018-07-25,0,0,0,1935 S trumbull ave,60623,24,29,41.85492616650687,-87.711259919754
2018-07-25,0,0,0,7512 S eberhart ave,60619,6,69,41.758230993008574,-87.61266943215811
2018-07-25,0,0,1,822 N lockwood ave,60651,37,25,41.89531659116624,-87.75806143179561
2017-08-11,1,0,0,5109 W lexington st,60644,29,25,41.871064715317,-87.75334846707452
2017-08-11,1,0,0,1544 S sawyer ave,60623,24,29,41.86008912884338,-87.70670635324754
2017-08-11,0,0,1,10607 S wabash ave,60628,9,49,41.70150360048617,-87.62217281695732
2017-08-11,0,1,0,5238 S hermitage ave,60609,16,61,41.79876324248903,-87.6683596055418
2017-08-11,0,0,1,633 N lockwood ave,60644,37,25,41.89177749822386,-87.75793388152174
2017-08-11,0,0,0,8446 S escanaba ave,60617,10,46,41.741961500943894,-87.55394152277069
2017-08-11,0,0,0,2129 W 72nd st,60636,17,67,41.76295620739944,-87.6765004057503
2017-08-11,0,0,0,644 W 117th pl,60628,34,53,41.68079045210909,-87.63867689529438
2017-08-11,0,0,0,10100 S eggleston ave,60628,9,73,41.71069182574283,-87.63368202902068
2017-08-11,0,0,1,7301 S hermitage ave,60636,17,67,41.76121318236829,-87.66736035886119
2017-08-12,0,0,0,2652 N austin ave,60639,30,19,41.92855087254542,-87.77587735223725
2017-08-12,0,0,0,4205 W gladys ave,60624,28,26,41.87611470896109,-87.7305414453096
2018-07-26,1,0,1,10801 S edbrooke ave,60628,9,49,41.69808023922503,-87.61962858408967
2018-07-26,1,0,1,7042 S marshfield ave,60636,17,67,41.76594331692492,-87.66505970098989
2018-07-26,0,0,0,2051 E 79th st,60649,8,46,41.75162601055078,-87.57441863273057
2018-07-26,0,0,1,309 W 104th st,60628,34,49,41.70524363626429,-87.63105677179821
2018-07-26,0,0,0,5834 N lincoln ave,60659,40,2,41.98752538987455,-87.70256685743456
2017-08-13,1,0,1,3829 W maypole ave,60624,28,26,41.8840786109146,-87.72156517894187
2017-08-13,0,0,1,2420 E 73rd st,60649,7,43,41.762619405248145,-87.56645042281102
2017-08-14,0,1,0,2439 W warren blvd,60612,27,28,41.882078912935185,-87.68726494802338
2018-07-26,0,0,0,4325 S campbell ave,NA,15,58,41.81519893644884,-87.68710045941928
2017-08-14,0,0,0,5724 S princeton ave,60621,20,68,41.790385573195294,-87.63288628340092
2018-07-26,0,0,0,4555 S wabash ave,60653,3,38,41.81196545422782,-87.62453338911318
2017-08-14,0,0,1,7008 S harper ave,60637,5,43,41.76772291773703,-87.58793427701951
2018-07-26,0,0,0,6617 S bishop st,60636,16,67,41.77374981729833,-87.660414562299
2017-08-14,0,0,1,11863 S vincennes ave,60643,34,75,41.67822126491,-87.67139021443724
2017-08-14,0,0,1,12941 S saginaw ave,60633,10,55,41.66027011031357,-87.55806506341494
2017-08-14,1,0,1,11766 S wallace st,60628,34,53,41.68017094600973,-87.63716065651124
2017-08-14,0,0,0,7020 S union ave,60621,6,68,41.766687941884186,-87.64199431176053
2017-08-14,0,1,0,1544 S kedzie ave,60623,24,29,41.86007722244821,-87.70548775763368
2017-08-14,0,0,0,7957 S saginaw ave,60617,7,46,41.750765689649555,-87.56015406673788
2017-08-14,0,0,0,9337 S saginaw ave,60617,7,48,41.725641547172316,-87.55943694861429
2017-08-14,1,0,0,5909 N lincoln ave,60659,40,2,41.98828349585559,-87.70384423389632
2017-08-14,1,0,0,7020 S cornell ave,60649,5,43,41.76789554883418,-87.58439113965588
2017-08-14,0,0,0,4928 W erie st,60644,37,25,41.892241434439555,-87.74885512594632
2017-08-14,0,0,0,7519 S sangamon st,60620,17,71,41.75736303727736,-87.64785304729185
2017-08-14,0,0,0,10152 S indiana ave,60628,9,49,41.7099259005259,-87.61870535836098
2017-08-14,0,0,1,4511 N st louis ave,60625,33,14,41.963125852303534,-87.71564800360325
2017-08-14,0,1,1,6333 S hamilton ave,60636,16,67,41.778667750103686,-87.67754722731708
2017-08-14,0,0,0,405 E 88th pl,60619,9,44,41.73376500738783,-87.61433302573626
2017-08-14,0,0,1,7942 S lafayette ave,60620,17,44,41.749957812650514,-87.62579479198375
2017-08-14,0,0,0,10714 S indiana ave,60628,9,49,41.69951723675024,-87.61843781588358
2017-08-15,0,0,0,5623 W berenice ave,60634,38,15,41.95042472399328,-87.76747842052669
2017-08-15,0,0,0,345 W 100th pl,60628,9,49,41.71161685801027,-87.63179999521671
2017-08-15,1,0,0,2838 N christiana ave,60618,35,21,41.93269463456143,-87.71108722026149
2017-08-15,0,0,1,6943 S claremont ave,60636,17,66,41.76734509376834,-87.68199852220278
2017-08-15,0,0,0,311 W 108th pl,60628,34,49,41.6970504878924,-87.63066611379536
2017-08-15,0,0,1,6341 S may st,60621,16,68,41.77887473818189,-87.65326772861393
2017-08-15,0,0,0,5641 S fairfield ave,60629,15,63,41.79113978025304,-87.69250892378989
2017-08-15,0,0,1,11707 S lafayette ave,60628,34,53,41.68142653822399,-87.62400140639892
2018-07-27,0,0,0,6509 W higgins ave,60656,45,10,41.9771652102517,-87.79058155904393
2017-08-15,0,0,0,7940 S marquette ave,60617,7,46,41.75109478224119,-87.55894604091318
2017-08-15,0,0,0,9551 S harvard ave,60628,21,49,41.720670705539916,-87.63229960438788
2018-07-27,0,0,0,7138 S constance ave,60649,7,43,41.76510949251806,-87.58057499031918
2017-08-16,0,0,1,7500 S peoria st,60620,17,71,41.75769548053377,-87.64665302980877
2017-08-16,0,0,1,5308 S damen ave,60609,16,61,41.79733221132964,-87.67439963586997
2017-08-16,1,0,0,650 N laramie ave,60644,37,25,41.891311446429306,-87.75546681959902
2017-08-16,0,1,0,9148 S forest ave,60619,9,49,41.72788289568007,-87.61671853856603
2017-08-16,0,0,0,12005 S wentworth ave,60628,9,53,41.67600277090676,-87.62740713356065
2017-08-16,0,0,0,1723 N merrimac ave,60639,29,25,41.91142847192003,-87.78163277105858
2018-07-27,0,0,0,518 E bowen ave,60653,4,38,41.81939097639832,-87.61326293348333
2018-07-27,0,0,1,127 N karlov ave,60624,28,26,41.88237448838672,-87.72816871449872
2018-07-27,0,0,0,4722 W jackson blvd,60644,28,25,41.87686098935936,-87.74324155035676
2017-08-16,1,0,0,13328 S brandon ave,60633,10,55,41.6531619354153,-87.54591694136539
2017-08-16,0,0,0,8947 S union ave,60620,21,71,41.73172937355559,-87.64106338099127
2017-08-16,0,0,1,2720 W monroe st,60612,27,27,41.88018371969871,-87.69440192643447
2017-08-16,0,0,0,6501 S wood st,60636,15,67,41.775751196897296,-87.66899758171293
2017-08-16,0,0,1,11925 S princeton ave,60628,34,53,41.67748663731078,-87.62985422793511
2018-07-27,0,0,0,4032 S ellis ave,60653,4,36,41.8210966373331,-87.60328366481727
2017-08-18,0,0,1,3615 W 64th st,60629,23,65,41.7769723082571,-87.71345412530007
2017-08-18,1,0,0,8604 S ada st,60620,21,71,41.73762870906959,-87.65703431380336
2018-07-27,0,0,0,8034 S kimbark ave,60619,8,45,41.748962105533586,-87.59299566620857
2018-07-27,0,0,0,1716 S jefferson st,60616,11,31,41.85853500401581,-87.64189309075034
2017-08-18,0,0,0,7030 S western ave,60636,17,66,41.765966745087276,-87.68327817414101
2017-08-18,0,0,0,9903 S ewing ave,60617,10,52,41.715761618542565,-87.53527739758502
2017-08-18,0,0,0,8133 S escanaba ave,60617,7,46,41.74765340698421,-87.55403111683354
2018-07-27,0,0,0,6445 S langley ave,60637,20,42,41.77772679511301,-87.60832644903874
2018-07-27,0,1,1,5422 S union ave,60609,20,61,41.795524050810464,-87.64275943983372
2017-08-17,0,0,0,11336 S state st,60628,34,49,41.68799210433159,-87.62296730052198
2017-08-17,1,1,0,8916 S winchester ave,60620,21,71,41.73154782033911,-87.66783913962571
2017-08-17,0,0,0,8455 S burnham ave,60617,7,46,41.74176391586047,-87.55636087437131
2017-08-17,1,0,0,8131 S manistee ave,60617,7,46,41.74764067819399,-87.55767430039351
2017-08-17,0,0,0,1529 S kenneth ave,60623,24,29,41.860003285135626,-87.73599411144134
2017-08-17,0,0,0,10555 S edbrooke ave,60628,9,49,41.702448586455304,-87.61965703228066
2018-07-28,1,0,1,159 W 74th st,60621,6,69,41.75998302972125,-87.62877068156587
2017-08-17,0,0,0,6710 S carpenter st,60621,16,68,41.7722017072254,-87.6506632232846
2018-07-28,0,0,0,2017 S california ave,60608,12,30,41.854236772294904,-87.69552841795662
2017-08-17,0,0,0,1822 S drake ave,60623,24,29,41.8565019366579,-87.71391057643172
2017-08-17,1,0,0,5709 S ada st,60636,16,67,41.79030869017217,-87.65841921632355
2017-08-18,0,0,1,7340 S winchester ave,60636,17,67,41.76043764495018,-87.67220266188055
2017-08-18,0,0,1,11806 S lowe ave,60628,34,53,41.67959802107925,-87.63839183674504
2017-08-18,1,1,1,6206 S elizabeth st,60636,16,67,41.7812963842976,-87.6558098551785
2017-08-18,0,0,0,5640 S peoria st,60621,16,68,41.79171641253636,-87.64752206627918
2017-08-18,0,0,0,13154 S vernon ave,60827,9,54,41.65627892814377,-87.61114033969683
2017-08-18,0,0,0,725 N lotus ave,60644,37,25,41.89343754741501,-87.7620759934143
2017-08-18,0,1,1,6023 S fairfield ave,60629,16,66,41.784178127194686,-87.69231285468591
2017-08-18,0,1,1,7251 S green st,60621,6,68,41.76242638618696,-87.64555377014076
2018-07-28,0,0,0,837 E 89th st,60619,8,44,41.73301175427094,-87.60371943365034
2018-07-28,0,0,0,3511 W douglas blvd,60623,24,29,41.86242188926258,-87.71324757194023
2018-07-28,0,0,0,7210 S lowe ave,60621,6,68,41.7632679966812,-87.64003964829259
2018-07-28,1,0,1,11240 S stewart ave,60628,34,49,41.68959682692895,-87.63264054696593
2017-08-19,0,0,0,1740 W 66th st,60636,15,67,41.77396416235161,-87.66788926411192
2017-08-19,0,0,0,4443 W gladys ave,60624,28,26,41.87604319700788,-87.73638139592941
2017-08-19,0,0,1,834 W 71st st,60621,6,68,41.765183206531155,-87.64566684453865
2017-08-19,0,0,0,4031 W adams st,60624,28,26,41.87796991154494,-87.726345380893
2018-07-29,0,0,0,4456 N hamlin ave,60625,35,14,41.96224132501767,-87.72296609165974
2017-08-19,1,1,0,7652 S union ave,60620,6,71,41.755163352150525,-87.64171630119249
2017-08-19,0,0,0,6945 S racine ave,60636,6,68,41.76786524391019,-87.65418940200486
2018-07-29,0,0,1,6201 S racine ave,60636,16,68,41.78140900656355,-87.65454948511196
2017-08-19,1,0,0,5720 W eddy st,60634,36,15,41.944930755790345,-87.76965093437408
2017-08-19,0,0,0,1226 S st louis ave,60623,24,29,41.865550625499274,-87.71295812704363
2017-08-19,0,0,0,8007 S avalon ave,60619,8,45,41.749445182086326,-87.59422482147284
2017-08-19,0,0,0,6915 S sangamon st,60621,6,68,41.76850871125002,-87.64813443660958
2017-08-20,0,0,1,7210 S seeley ave,60636,17,67,41.76279302013201,-87.67469361303486
2017-08-21,1,0,0,615 E 71st st,60619,6,69,41.76580345239268,-87.60984611658873
2017-08-21,0,0,0,7823 S ada st,60620,17,71,41.75184775634652,-87.6570018861528
2017-08-21,0,0,0,6741 S wabash ave,60637,6,69,41.772060804668136,-87.6234756755264
2017-08-21,0,0,0,1919 S peoria st,60608,11,31,41.8561093675515,-87.64823207234518
2017-08-21,0,0,0,2005 W edmaire st,60643,19,75,41.68793774948507,-87.67168046453473
2017-08-21,0,0,0,3444 E 117th st,60617,10,55,41.68277122567327,-87.53989237289804
2017-08-21,0,0,0,10849 S edbrooke ave,60628,9,49,41.697194480143324,-87.6196021269213
2017-08-21,0,0,1,342 W 100th st,60628,9,49,41.712528183695476,-87.63178531285105
2017-08-21,0,0,0,12329 S perry ave,60628,9,53,41.67017741398629,-87.62482563014918
2017-08-21,0,0,1,9802 S normal ave,60628,21,73,41.7160437674566,-87.63579096483392
2017-08-21,0,0,0,617 E 92nd st,60619,9,44,41.72745823093537,-87.60902981680802
2017-08-21,0,0,0,7015 S winchester ave,60636,17,67,41.76636212500412,-87.67235930461226
2017-08-21,0,0,0,10510 S wentworth ave,60628,34,49,41.7031738879036,-87.62817187382609
2017-08-21,0,0,0,9228 S avalon ave,60619,8,47,41.727171316240366,-87.59369519847114
2017-08-21,0,0,0,3958 W jackson blvd,60624,28,26,41.87710013330967,-87.72453537519756
2017-08-21,0,0,0,4418 W van buren st,60624,28,26,41.87513840311465,-87.73572953894502
2017-08-21,0,0,0,4808 S prairie ave,60615,3,38,41.80736906729781,-87.61953838254522
2017-08-21,0,0,0,7011 S winchester ave,60636,17,67,41.766435410341515,-87.67236148486745
2017-08-22,0,0,1,7240 S langley ave,60619,6,69,41.76327431033033,-87.60794986236425
2018-07-30,1,1,0,1430 W 115th st,60643,34,75,41.68486979607672,-87.65795703212312
2018-07-30,1,0,0,8509 S laflin st,60620,21,71,41.73930278781995,-87.66072175654209
2018-07-30,0,0,1,5623 S paulina st,NA,16,67,41.7917588078769,-87.66695794098014
2017-08-22,0,0,0,11623 S church st,60643,34,75,41.68236599023022,-87.670373852911
2018-07-30,0,1,1,1336 W 56th st,60636,16,67,41.79229359613599,-87.6585421404895
2017-07-27,0,0,0,7647 S dante ave,60619,5,43,41.75605135511854,-87.58951674345022
2017-08-22,0,0,0,6833 S calumet ave,60637,20,69,41.770519924959366,-87.61699833276981
2017-08-22,0,1,0,644 N st louis ave,60624,27,23,41.89263421663207,-87.71379013110123
2017-08-22,0,0,0,7519 S essex ave,60649,7,43,41.75866983961606,-87.56394183736823
2017-08-22,0,0,0,1408 E 91st st,60619,8,48,41.729539954996355,-87.59008892198956
2017-08-22,0,0,0,7435 S champlain ave,60619,6,69,41.75969824333274,-87.60907835492179
2018-07-30,0,0,1,5637 S paulina st,60636,16,67,41.79150107736701,-87.66695070942282
2018-07-30,0,0,0,1718 E 79th st,60649,8,43,41.75152578781297,-87.5824203225279
2017-08-22,0,0,0,700 E 105th st,60628,9,50,41.70377258323187,-87.60623417339181
2018-07-30,0,0,1,1454 E 69th st,60637,5,43,41.76966493090871,-87.58921281110173
2017-08-22,0,0,1,4100 W 21st st,60623,24,29,41.85346343010945,-87.72724129051852
2018-07-30,0,0,1,6226 S champlain ave,60637,20,42,41.78168952732202,-87.60961047955632
2017-08-23,0,1,1,6411 S may st,60621,16,68,41.77760684578064,-87.65323444098037
2017-08-23,0,0,0,4529 W jackson blvd,60624,28,26,41.87691802957115,-87.73895558186616
2017-08-23,0,0,0,7957 S colfax ave,60617,7,46,41.750750203827394,-87.56136772583801
2017-08-23,1,0,0,7048 S aberdeen st,60621,6,68,41.76602974212937,-87.65171382707604
2018-07-30,1,1,0,6831 S paulina st,60636,17,67,41.769772625985695,-87.66638037035642
2017-08-23,0,0,0,2605 E 76th st,60649,7,43,41.75723662819402,-87.56130222213685
2017-08-23,0,0,0,5329 W north ave,60639,37,25,41.90945518318844,-87.75933027188839
2017-08-23,0,0,1,420 W 66th pl,60621,6,68,41.77353831784334,-87.6352733555978
2017-08-23,0,0,1,8724 S winchester ave,60620,21,71,41.735234743267796,-87.67065667896811
2017-07-13,0,0,0,3142 W 40th pl,60632,12,58,41.8199158454045,-87.70301386525678
2017-08-23,1,0,0,100 W marquette rd,60621,6,69,41.772706754657406,-87.62755808226191
2017-08-23,1,0,0,4322 W 21st st,60623,24,29,41.85338896303523,-87.7326654582022
2017-08-23,0,0,0,8644 S manistee ave,60617,7,46,41.73831456274873,-87.55752334053562
2017-08-23,0,0,0,1921 N richmond st,60647,1,22,41.91602747588755,-87.70041765195906
2017-08-23,0,0,0,9355 S perry ave,60620,21,49,41.72433334271511,-87.62630990406767
2017-08-23,0,0,0,6109 S normal blvd,60621,20,68,41.783249080752206,-87.6375679567401
2017-08-23,0,0,0,8640 S manistee ave,60617,7,46,41.738388116506805,-87.55752428724436
2017-08-23,0,0,0,8634 S manistee ave,60617,7,46,41.7384981739709,-87.55752589379706
2017-08-23,0,1,1,1441 W 68th st,60636,17,67,41.770422166693635,-87.66049092365537
2017-08-23,0,0,0,1737 W cullerton st,60608,25,31,41.85500659600414,-87.66970535734579
2017-08-24,0,0,0,8743 S kimbark ave,60619,8,48,41.735747496204034,-87.59297440491592
2017-08-24,1,0,0,706 W 116th st,60628,34,53,41.68402441779132,-87.63999219987647
2017-08-24,0,0,0,7031 S may st,60621,6,68,41.766322472974,-87.65293348901339
2017-08-24,0,0,1,7634 S vernon ave,60619,6,69,41.75598138864918,-87.61382883413194
2017-08-24,0,0,0,3547 W shakespeare ave,60647,35,22,41.92004587922215,-87.71542976860123
2017-08-24,0,0,1,3919 W flournoy st,60624,24,26,41.8725616259146,-87.72341790009514
2017-08-24,0,0,1,7708 S drexel ave,60619,8,69,41.75481484526883,-87.60284213977658
2017-08-24,1,0,0,1736 W steuben st,60643,34,75,41.68700523239117,-87.66442664817289
2017-03-14,0,1,0,7131 S kedzie ave,60629,18,66,NA,NA
2017-08-24,0,0,1,11747 S union ave,60628,34,53,41.68060994729256,-87.64026089259406
2017-08-24,0,0,1,7445 S evans ave,60619,6,69,41.759554001531974,-87.60665330063343
2017-08-24,0,0,0,5409 W devon ave,60646,39,12,41.9973302944532,-87.76416483741353
2017-08-31,0,0,0,5827 S prairie ave,60637,20,40,41.78879948987922,-87.61907399713098
2017-08-25,0,0,1,12244 S may st,60643,34,53,41.671422563749054,-87.65022623607997
2017-08-25,0,0,1,3156 S may st,60608,11,60,41.83669912204944,-87.65476828894451
2017-08-25,0,1,0,6340 W belmont ave,60634,36,17,41.93833927925359,-87.78452569614238
2017-08-25,0,0,0,6400 S claremont ave,60636,16,66,41.77741212145136,-87.68223933425442
2018-07-31,0,0,0,8014 S jeffery blvd,60617,8,46,41.74953126193905,-87.57594513536287
2017-08-25,0,0,1,107 W 117th st,60628,34,53,41.6816290330018,-87.62549271461488
2017-08-25,0,0,0,6412 S claremont ave,60636,16,66,41.77719199591025,-87.68223349510022
