docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due
15BT04298A,15DR449896,2015-08-05,BLDINGS,2015-09-24T03:00:00Z,10036 s princeton,193110 Insure and secure vacant building. (13-12-125 (a).,"BANK OF AMERICA, NA C/O PATRICIA M HOLDEN,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP004562,P004608684,2015-01-04,POLICE,2015-02-23T02:30:00Z,1000 w north,7-24-099(a)     Cannabis - up to 15 grams,"BANK OF AMERICA,",Vendor scanning error,0,0,0,0,0,NA,NA,NA
15CP007439,P004651041,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP007439,P004651042,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP007439,P004651043,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP007439,P004651044,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP007439,P004651045,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP007439,P004651046,2015-01-03,POLICE,2015-02-06T11:00:00Z,8424 s colfax,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643169,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-140  Watchman required,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643170,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643171,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-140  Watchman required,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643172,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643173,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009096,P004643174,2015-01-07,POLICE,2015-03-06T09:00:00Z,5915 s ada,13-12-140  Watchman required,"J P MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329768,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329768,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329769,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329769,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329770,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329770,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329771,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329771,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329772,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329772,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329773,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329773,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329774,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329774,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329775,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009656,P004329775,2015-01-02,POLICE,2015-02-06T01:00:00Z,7216 s richnmond,13-12-140  Watchman required,"JP MORGAN CHASE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660083,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660083,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660084,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660084,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660085,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660085,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-125  Duty to secure and maintain vacant building.,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660503,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660503,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660504,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660504,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660505,2015-01-02,POLICE,2015-02-06T11:00:00Z,1027 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009658,P004660505,2015-01-02,POLICE,2015-02-06T11:00:00Z,10827 s ave h,13-12-140  Watchman required,"MID FIRST BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009707,P004261276,2015-01-08,POLICE,2015-03-06T01:00:00Z,1049 n monticello,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009707,P004261277,2015-01-08,POLICE,2015-03-06T01:00:00Z,1049 n monticello,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009707,P004261278,2015-01-08,POLICE,2015-03-06T01:00:00Z,1049 n monticello,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009707,P004261279,2015-01-08,POLICE,2015-03-06T01:00:00Z,1049 n monticello,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329752,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329752,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329753,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329753,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329754,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329754,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329755,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329755,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329756,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329756,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329757,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329757,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329758,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329758,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329759,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s francisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009715,P004329759,2015-01-02,POLICE,2015-02-06T01:00:00Z,6242 s frnacisco,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329760,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329760,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329761,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329761,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329762,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329762,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329763,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329763,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329764,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329764,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329765,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329765,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329766,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329766,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329767,2015-01-02,POLICE,2015-02-06T01:00:00Z,6618 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP009716,P004329767,2015-01-02,POLICE,2015-02-06T01:00:00Z,6818 s talman,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010646,P004648188,2015-01-01,POLICE,2015-02-06T01:00:00Z,3515 w lexington,13-12-125  Duty to secure and maintain vacant building.,"MARQUETTE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010646,P004648188,2015-01-01,POLICE,2015-02-06T01:00:00Z,3515 w lexinton,13-12-125  Duty to secure and maintain vacant building.,"MARQUETTE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010646,P004648189,2015-01-01,POLICE,2015-02-06T01:00:00Z,3515 w lexington,13-12-140  Watchman required,"MARQUETTE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010646,P004648189,2015-01-01,POLICE,2015-02-06T01:00:00Z,3515 w lexinton,13-12-140  Watchman required,"MARQUETTE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010648,P004648186,2015-01-01,POLICE,2015-02-06T01:00:00Z,3456 w jackson blvd,13-12-125  Duty to secure and maintain vacant building.,"US BANK NA,",Default - Liable by prove-up,1300,0,0,0,NA,0,0,1346.61
15CP010648,P004648187,2015-01-01,POLICE,2015-02-06T01:00:00Z,3456 w jackson blvd,13-12-140  Watchman required,"US BANK NA,",Default - Liable by prove-up,1300,0,0,0,NA,0,0,1346.61
15CP010649,P004648184,2015-01-01,POLICE,2015-02-06T01:00:00Z,3347 w gladys,13-12-125  Duty to secure and maintain vacant building.,"NATION STAR MORTGAGE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP010649,P004648185,2015-01-01,POLICE,2015-02-06T01:00:00Z,3347 w gladys,13-12-140  Watchman required,"NATION STAR MORTGAGE LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528077,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528078,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528079,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528080,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528126,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011851,P004528127,2015-01-08,POLICE,2015-03-06T09:00:00Z,5111 s union,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528114,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528115,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528116,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528117,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528118,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP011856,P004528119,2015-01-01,POLICE,2015-03-06T09:00:00Z,5345 s laflin,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634111,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634111,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634112,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634112,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634113,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634113,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634114,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634114,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634115,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634115,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634116,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002  morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012581,P004634116,2015-01-09,POLICE,2015-03-06T09:00:00Z,5002 s morgan,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012597,P001533333,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-140  Watchman required,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012597,P001533334,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012597,P001533335,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012597,P001533336,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-140  Watchman required,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012597,P001533337,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012597,P001533338,2015-01-12,POLICE,2015-03-06T09:00:00Z,5604 s winchester,13-12-140  Watchman required,"WELLS FARGO BANK NA,",Default - Liable by prove-up,4300,0,0,0,NA,0,0,4379.6
15CP012600,P001533345,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-140  Watchman required,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012600,P001533346,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012600,P001533347,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-140  Watchman required,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012600,P001533348,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012600,P001533349,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-140  Watchman required,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012600,P001533350,2015-01-12,POLICE,2015-03-06T09:00:00Z,6114 s bishop,13-12-125  Duty to secure and maintain vacant building.,"REO PARTNERS LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012605,P004051914,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012605,P004051915,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-140  Watchman required,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012605,P004051916,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012605,P004051917,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-140  Watchman required,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012605,P004051918,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012605,P004051919,2015-01-14,POLICE,2015-03-06T09:00:00Z,6208 s morgan,13-12-140  Watchman required,"CHASE REO GROUP LLC,",Default - Liable by prove-up,4300,0,0,0,NA,1223.88,42,7494.67
15CP012625,P004640753,2015-01-07,POLICE,2015-04-06T09:00:00Z,1054 w 63rd,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012625,P004640754,2015-01-07,POLICE,2015-04-06T09:00:00Z,1054 w 63rd,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012625,P004640755,2015-01-07,POLICE,2015-04-06T09:00:00Z,1054 w 63rd,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
15CP012625,P004640756,2015-01-07,POLICE,2015-04-06T09:00:00Z,1054 w 63rd,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
