docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due
17CP010709,P005028808,2017-01-10,POLICE,2017-03-03T11:00:00Z,8028 s evans,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010709,P005028809,2017-01-10,POLICE,2017-03-03T11:00:00Z,8028 s evans,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010728,P005027071,2017-01-03,POLICE,2017-03-03T11:00:00Z,7618 s hoyne,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010728,P005027072,2017-01-03,POLICE,2017-03-03T11:00:00Z,7618 s hoyne,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185854,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185855,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-140  Watchman required,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185856,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185857,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-140  Watchman required,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185858,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010732,P005185859,2017-02-05,POLICE,2017-04-07T09:00:00Z,6317 s hamilton,13-12-140  Watchman required,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010739,P005027065,2017-01-03,POLICE,2017-03-03T11:00:00Z,7938 s paulina,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010739,P005027066,2017-01-03,POLICE,2017-03-03T11:00:00Z,7938 s paulina,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010742,P005027067,2017-01-03,POLICE,2017-03-03T11:00:00Z,7938 s paulina,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010742,P005027068,2017-01-03,POLICE,2017-03-03T11:00:00Z,7938 s paulina,13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010744,P005028236,2017-01-17,POLICE,2017-03-03T11:00:00Z,2056 w 82nd st,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010744,P005028237,2017-01-17,POLICE,2017-03-03T11:00:00Z,2056 w 82nd st,13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010745,P004986115,2017-01-04,POLICE,2017-03-03T11:00:00Z,649 e 89th st,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP010745,P004986236,2017-01-04,POLICE,2017-03-03T11:00:00Z,649 e 89th st,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577926,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577927,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577928,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577929,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577930,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-125  Duty to secure and maintain vacant building.,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011140,P004577931,2017-01-30,POLICE,2017-04-07T09:00:00Z,4858 s paulina,13-12-140  Watchman required,"GMAC MORTGAGE,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577942,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577942,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577943,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577943,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577945,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577945,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577946,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577946,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577947,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577947,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577948,2017-01-30,POLICE,2017-04-07T09:00:00Z,4838 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011142,P004577948,2017-01-30,POLICE,2017-04-07T09:00:00Z,4938 s princeton,13-12-140  Watchman required,"BANK OF AMERICA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011144,P005143337,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,1300,0,0,0,NA,0,0,1340
17CP011144,P005143338,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-140  Watchman required,"US BANK,",City non-suit,1300,0,0,0,NA,0,0,1340
17CP011144,P005143339,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,1300,0,0,0,NA,0,0,1340
17CP011144,P005143340,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-140  Watchman required,"US BANK,",City non-suit,1300,0,0,0,NA,0,0,1340
17CP011144,P005143341,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",Liable - By plea,1300,0,0,0,NA,0,0,1340
17CP011144,P005143342,2017-02-08,POLICE,2017-04-07T09:00:00Z,5424 s winchester,13-12-140  Watchman required,"US BANK,",Liable - By plea,1300,0,0,0,NA,0,0,1340
17CP011146,P005143313,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011146,P005143314,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011146,P005143315,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011146,P005143316,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011146,P005143317,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011146,P005143318,2017-02-06,POLICE,2017-04-07T09:00:00Z,5351 s peoria,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039502,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039503,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039504,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039505,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039506,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-140  Watchman required,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011657,P005039507,2017-01-25,POLICE,2017-03-03T01:00:00Z,4706 w west end,13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011658,P005240762,2017-01-17,POLICE,2017-03-03T01:00:00Z,4308 w iowa,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011658,P005240763,2017-01-17,POLICE,2017-03-03T01:00:00Z,4308 w iowa,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011658,P005240764,2017-01-17,POLICE,2017-03-03T01:00:00Z,4308 w iowa,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011658,P005240765,2017-01-17,POLICE,2017-03-03T01:00:00Z,4308 w iowa,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011660,P005075901,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075901,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075902,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075902,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075903,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075903,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075904,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075904,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075905,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075905,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-140  Watchman required,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075906,2017-01-23,POLICE,2017-04-07T09:00:00Z,100  unknown,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011660,P005075906,2017-01-23,POLICE,2017-04-07T09:00:00Z,5712 s laflin,13-12-125  Duty to secure and maintain vacant building.,"STANDARD BANK AND TRUST CO,",City Non suit - Motion to set-aside default - Granted,0,0,0,0,NA,0,0,0
17CP011661,P005240758,2017-01-17,POLICE,2017-03-03T01:00:00Z,4209 w cortez,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011661,P005240759,2017-01-17,POLICE,2017-03-03T01:00:00Z,4209 w cortez,13-12-140  Watchman required,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011661,P005240760,2017-01-17,POLICE,2017-03-03T01:00:00Z,4209 w cortez,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011661,P005240761,2017-01-17,POLICE,2017-03-03T01:00:00Z,4209 w cortez,13-12-140  Watchman required,"WELLS FARGO BANK N A,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011663,P005076233,2017-01-04,POLICE,2017-03-03T01:00:00Z,754 s kilbourn,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL HOME LOAN MORTGAGE CORP,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011663,P005076234,2017-01-04,POLICE,2017-03-03T01:00:00Z,754 s kilbourn,13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011663,P005076235,2017-01-04,POLICE,2017-03-03T01:00:00Z,754 s kilbourn,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL HOME LOAN MORTGAGE CORP,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011663,P005076236,2017-01-04,POLICE,2017-03-03T01:00:00Z,754 s kilbourn,13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035695,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035696,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035697,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035698,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035699,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035700,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035710,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035711,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035712,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035713,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035714,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP011672,P005035715,2017-01-19,POLICE,2017-03-03T11:00:00Z,10106 s ave m,13-12-140  Watchman required,"WELLS FARGO,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171705,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171739,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171740,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171741,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171742,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012410,P005171743,2017-01-09,POLICE,2017-03-03T09:00:00Z,6343 s western,13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196206,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196207,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196208,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196209,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196210,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-125  Duty to secure and maintain vacant building.,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012411,P005196211,2017-01-15,POLICE,2017-03-03T09:00:00Z,6345 s artesian,13-12-140  Watchman required,"US BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214102,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214102,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214103,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214103,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214104,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214104,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214105,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214105,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214106,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214106,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214107,2017-01-09,POLICE,2017-03-03T09:00:00Z,7355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012412,P005214107,2017-01-09,POLICE,2017-03-03T09:00:00Z,8355 s claremont,13-12-140  Watchman required,"WELLS FARGO BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196067,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196067,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196068,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196068,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196069,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196069,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196070,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196070,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196071,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196071,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-125  Duty to secure and maintain vacant building.,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196072,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s rumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012413,P005196072,2017-01-09,POLICE,2017-03-03T09:00:00Z,7759 s trumbull,13-12-140  Watchman required,"U S BANK NA,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005196079,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005196080,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005214108,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005214109,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005214110,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012420,P005214111,2017-01-21,POLICE,2017-03-03T09:00:00Z,3814 w 84th st,13-12-140  Watchman required,"JP MORGAN CHASE BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012421,P005214087,2017-01-16,POLICE,2017-03-03T09:00:00Z,6407 s maplewood,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
17CP012421,P005214088,2017-01-16,POLICE,2017-03-03T09:00:00Z,6407 s maplewood,13-12-140  Watchman required,"WELLS FARGO BANK,",City non-suit,0,0,0,0,0,NA,NA,NA
